Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Uppercase,,Pricelandratio,
Glen Iris,h,3310000,20/05/2017,9.2,3,2,2,0,,2013,Glen Eira City Council,-37.8939,145.0715,Southern Metropolitan,4442,8, , ,286666.6667,71074.38017,413750,GLEN IRIS,,,
Glen Iris,h,1601000,20/05/2017,9.2,3,2,2,632,226,2013,Manningham City Council,-37.7813,145.102,Eastern Metropolitan,4480,8,1542.721519,4314.159292,325000,82627.11864,200125,GLEN IRIS,,,
Glen Iris,t,797000,20/05/2017,9.2,3,3,2,197,109,2013,Maribyrnong City Council,-37.8197,144.8875,Western Metropolitan,6543,8,4619.28934,8348.623853,303333.3333,130000,99625,GLEN IRIS,,,
Glen Iris,u,910000,29/04/2017,9.2,4,2,2,505,335,2013,Moonee Valley City Council,-37.7518,144.8897,Western Metropolitan,588,8,2815.841584,4244.776119,355500,145102.0408,113750,GLEN IRIS,,,
Hawthorn,h,1700000,6/05/2017,4.6,4,3,2,326,210,2013,Monash City Council,-37.8528,145.1129,Southern Metropolitan,5678,8,3251.533742,5047.619048,265000,90598.2906,212500,HAWTHORN,,,
Hawthorn,u,440000,6/05/2017,4.6,3,3,2,242,,2013,Moonee Valley City Council,-37.7535,144.8868,Western Metropolitan,588,8,3305.785124, ,266666.6667,81632.65306,55000,HAWTHORN,,,
Hawthorn,u,535000,8/04/2017,4.6,2,2,1,124,135,2013,Yarra City Council,-37.8079,144.9977,Northern Metropolitan,4019,8,8870.967742,8148.148148,550000,440000,66875,HAWTHORN,,,
Hawthorn,u,635000,8/04/2017,4.6,4,2,2,298,231,2013,Darebin City Council,-37.7308,144.9836,Northern Metropolitan,3445,8,3187.919463,4112.554113,237500,103260.8696,79375,HAWTHORN,,,
Hawthorn,u,317500,8/04/2017,4.6,2,2,1,76,129,2013,Darebin City Council,-37.7443,145.0015,Northern Metropolitan,14577,8,10131.57895,5968.992248,385000,87500,39687.5,HAWTHORN,,,
Hawthorn,u,160000,8/04/2017,4.6,3,2,1,66,118,2013,Yarra City Council,-37.8181,145.007,Northern Metropolitan,14949,8,16666.66667,9322.033898,366666.6667,423076.9231,20000,HAWTHORN,,,
Hawthorn,u,360000,8/04/2017,4.6,2,2,1,0,78,2013,Port Phillip City Council,-37.8562,144.9844,Southern Metropolitan,13240,8, ,7371.794872,287500,94262.29508,45000,HAWTHORN,,,
Hawthorn,h,1800000,13/05/2017,4.6,2,2,1,175,76,2013,Hobsons Bay City Council,-37.8687,144.8268,Western Metropolitan,5301,8,3314.285714,7631.578947,290000,42028.98551,225000,HAWTHORN,,,
Hawthorn,u,275000,13/05/2017,4.6,2,2,2,366,150,2013,Manningham City Council,-37.792,145.1077,Eastern Metropolitan,9028,8,2459.016393,6000,450000,64748.20144,34375,HAWTHORN,,,
Hawthorn,h,1525000,20/05/2017,4.6,2,2,1,0,78,2013,Maribyrnong City Council,-37.8025,144.9073,Western Metropolitan,7570,8, ,7320.512821,285500,89218.75,190625,HAWTHORN,,,
Hawthorn,h,1985000,20/05/2017,4.6,1,2,1,0,,2013,Port Phillip City Council,-37.8587,144.9797,Southern Metropolitan,13240,8, , ,320000,52459.01639,248125,HAWTHORN,,,
Hawthorn,u,560000,22/04/2017,4.6,1,1,1,0,50,2013,Yarra City Council,-37.8055,144.9961,Northern Metropolitan,4019,8, ,9400,470000,188000,70000,HAWTHORN,,,
Hawthorn East,t,1264000,8/04/2017,7.5,3,2,2,360,168,2013,Hobsons Bay City Council,-37.835,144.8814,Western Metropolitan,5498,8,2500,5357.142857,300000,107142.8571,158000,HAWTHORN EAST,,,
Hawthorn East,u,440000,8/04/2017,7.5,3,1,2,191,92,2013,Moreland City Council,-37.7168,144.9329,Northern Metropolitan,7485,8,2617.801047,5434.782609,166666.6667,50505.05051,55000,HAWTHORN EAST,,,
Hawthorn East,h,3600000,13/05/2017,7.5,2,2,1,579,84,2013,Melbourne City Council,-37.8416,144.9381,Southern Metropolitan,8648,8,1373.056995,9464.285714,397500,209210.5263,450000,HAWTHORN EAST,,,
Hawthorn East,h,1405000,20/05/2017,7.5,1,1,0,0,,2013,Port Phillip City Council,-37.8682,144.9782,Southern Metropolitan,13240,8, , ,335000,54918.03279,175625,HAWTHORN EAST,,,
Hawthorn East,u,375000,20/05/2017,7.5,1,1,1,0,53,2013,Stonnington City Council,-37.8549,145.0113,Southern Metropolitan,4836,8, ,10698.11321,567000,90000,46875,HAWTHORN EAST,,,
Hawthorn East,u,555000,29/04/2017,7.5,4,2,2,592,219,2013,Glen Eira City Council,-37.9351,145.0572,Southern Metropolitan,10969,8,2487.331081,6723.744292,368125,105935.2518,69375,HAWTHORN EAST,,,
Kew,h,3800000,6/05/2017,5.6,3,2,1,320,133,2013,Brimbank City Council,-37.7415,144.8668,Western Metropolitan,5629,8,2218.75,5338.345865,236666.6667,55468.75,475000,KEW,,,
Kew,t,752000,8/04/2017,5.6,2,2,1,0,91,2013,Yarra City Council,-37.8198,145.005,Northern Metropolitan,14949,8, ,8681.318681,395000,303846.1538,94000,KEW,,,
Kew,t,690000,8/04/2017,5.6,2,1,1,781,82,2013,Maribyrnong City Council,-37.8079,144.8684,Western Metropolitan,5058,8,537.7720871,5121.95122,210000,51219.5122,86250,KEW,,,
Kew,h,2600000,13/05/2017,5.6,3,2,2,208,,2013,Darebin City Council,-37.7854,145.0325,Northern Metropolitan,2211,8,5336.538462, ,370000,173437.5,325000,KEW,,,
Kew,h,4515000,13/05/2017,5.6,3,3,2,303,236,2013,Moonee Valley City Council,-37.742,144.8885,Western Metropolitan,2291,8,2739.273927,3516.949153,276666.6667,74107.14286,564375,KEW,,,
Kew,u,820000,13/05/2017,5.6,2,2,1,118,88,2013,Moreland City Council,-37.7723,144.9643,Northern Metropolitan,11918,8,6355.932203,8522.727273,375000,144230.7692,102500,KEW,,,
Kew,u,643000,20/05/2017,5.6,3,2,2,0,95,2013,Yarra City Council,-37.8198,145.005,Northern Metropolitan,14949,8, ,10947.36842,346666.6667,400000,80375,KEW,,,
Kew,t,835000,20/05/2017,5.6,2,1,1,2121,,2013,Melbourne City Council,-37.8295,144.9692,Southern Metropolitan,8400,8,228.6657237, ,242500,404166.6667,104375,KEW,,,
Kew,u,736000,22/04/2017,5.6,3,2,2,0,109,2013,Darebin City Council,-37.7458,144.9751,Northern Metropolitan,11204,8, ,5412.844037,196666.6667,75641.02564,92000,KEW,,,
Kew East,u,590000,20/05/2017,7.5,4,3,8,865,374,2013,Maribyrnong City Council,-37.7682,144.8971,Western Metropolitan,4918,8,2196.531792,5080.213904,475000,218390.8046,73750,KEW EAST,,,
Kew East,h,1402000,22/04/2017,7.5,2,1,1,110,91,2013,Moreland City Council,-37.7282,144.928,Northern Metropolitan,7485,8,4636.363636,5604.395604,255000,51515.15152,175250,KEW EAST,,,
Mont Albert,h,2100000,13/05/2017,11.8,2,2,1,0,76,2013,Port Phillip City Council,-37.8562,144.9844,Southern Metropolitan,13240,8, ,7434.210526,282500,92622.95082,262500,MONT ALBERT,,,
Mont Albert,u,442500,20/05/2017,11.8,3,2,3,297,234,2013,Darebin City Council,-37.7617,145.0117,Northern Metropolitan,8870,8,4208.754209,5341.880342,416666.6667,192307.6923,55312.5,MONT ALBERT,,,
Mont Albert,h,2365000,29/04/2017,11.8,2,2,1,5289,70,2013,Glen Eira City Council,-37.8882,145.0666,Southern Metropolitan,4442,8,94.53582908,7142.857143,250000,41322.31405,295625,MONT ALBERT,,,
Surrey Hills,u,825000,13/05/2017,11.2,3,2,1,0,190,2013,Yarra City Council,-37.8032,144.9842,Northern Metropolitan,4553,8, ,6978.947368,442000,828750,103125,SURREY HILLS,,,
Surrey Hills,h,1525000,13/05/2017,11.2,3,2,2,118,106,2013,Manningham City Council,-37.7863,145.106,Eastern Metropolitan,9028,8,6322.033898,7037.735849,248666.6667,53669.06475,190625,SURREY HILLS,,,
Surrey Hills,h,1260000,13/05/2017,11.2,1,1,1,0,,2013,Melbourne City Council,-37.8384,144.9886,Southern Metropolitan,14887,8, , ,450000,136363.6364,157500,SURREY HILLS,,,
Surrey Hills,h,2360000,13/05/2017,11.2,2,1,1,141,73,2013,Moonee Valley City Council,-37.7298,144.8883,Western Metropolitan,3464,8,3652.48227,7054.794521,257500,38148.14815,295000,SURREY HILLS,,,
Surrey Hills,h,1250000,20/05/2017,11.2,2,2,1,0,74,2013,Bayside City Council,-37.9042,144.9954,Southern Metropolitan,10579,8, ,8378.378378,310000,55357.14286,156250,SURREY HILLS,,,
Surrey Hills,h,1600000,20/05/2017,11.2,2,1,1,0,77,2013,Darebin City Council,-37.7845,145.0105,Northern Metropolitan,2970,8, ,7818.181818,301000,103793.1034,200000,SURREY HILLS,,,
Surrey Hills,h,2370000,29/04/2017,11.2,1,1,1,0,52,2013,Yarra City Council,-37.8198,145.005,Northern Metropolitan,14949,8, ,9615.384615,500000,192307.6923,296250,SURREY HILLS,,,
Ashburton,h,2220000,13/05/2017,11,2,1,1,0,56,2013,Port Phillip City Council,-37.8341,144.9713,Southern Metropolitan,5943,8, ,8750,245000,233333.3333,277500,ASHBURTON,,,
Balwyn,t,1680000,22/04/2017,9.7,3,3,1,55,,2013,Darebin City Council,-37.7626,144.9898,Northern Metropolitan,11364,8,15090.90909, ,276666.6667,150909.0909,210000,BALWYN,,,
Balwyn North,h,1275000,1/07/2017,9.7,2,1,1,96,73,2013,Darebin City Council,-37.7139,145.0198,Northern Metropolitan,21650,8,5156.25,6780.821918,247500,44196.42857,159375,BALWYN NORTH,,,
Camberwell,u,677000,1/07/2017,7.7,2,2,2,5289,72,2013,Glen Eira City Council,-37.8882,145.0666,Southern Metropolitan,4442,8,114.3883532,8402.777778,302500,50000,84625,CAMBERWELL,,,
Camberwell,t,1320000,1/07/2017,7.7,3,2,2,318,160,2013,Moonee Valley City Council,-37.7744,144.9035,Western Metropolitan,6567,8,3301.886792,6562.5,350000,177966.1017,165000,CAMBERWELL,,,
Canterbury,u,816000,1/07/2017,8.4,3,2,1,198,144,2013,Maribyrnong City Council,-37.7827,144.8625,Western Metropolitan,3589,8,2924.242424,4020.833333,193000,53611.11111,102000,CANTERBURY,,,
Glen Iris,u,500000,1/07/2017,7.3,4,2,2,0,180,2013,Moonee Valley City Council,-37.7465,144.91,Western Metropolitan,9264,8, ,6500,292500,146250,62500,GLEN IRIS,,,
Hawthorn,u,1000000,1/07/2017,5.3,2,2,1,0,76,2013,Yarra City Council,-37.8166,145.0036,Northern Metropolitan,14949,8, ,8684.210526,330000,253846.1538,125000,HAWTHORN,,,
Hawthorn,h,2900000,1/07/2017,5.3,2,1,1,172,77,2013,Moreland City Council,-37.7074,144.9086,Northern Metropolitan,8870,8,2424.418605,5415.584416,208500,32076.92308,362500,HAWTHORN,,,
Hawthorn,u,450000,1/07/2017,5.3,3,2,2,0,134,2013,Stonnington City Council,-37.8689,145.06,Southern Metropolitan,8801,8, ,7574.626866,338333.3333,90625,56250,HAWTHORN,,,
Kew East,u,862000,1/07/2017,7.3,3,2,2,217,145,2013,Moonee Valley City Council,-37.7704,144.9162,Western Metropolitan,6232,8,5207.373272,7793.103448,376666.6667,163768.1159,107750,KEW EAST,,,
Surrey Hills,h,2100000,1/07/2017,10.2,4,2,1,231,146,2013,Brimbank City Council,-37.7263,144.8584,Western Metropolitan,1119,8,2597.402597,4109.589041,150000,41379.31034,262500,SURREY HILLS,,,
Surrey Hills,h,1385000,1/07/2017,10.2,1,1,1,0,,2013,Melbourne City Council,-37.8392,144.9947,Southern Metropolitan,14887,8, , ,402000,121818.1818,173125,SURREY HILLS,,,
Ashburton,t,1655000,3/06/2017,10.2,3,2,2,112,138,2013,Brimbank City Council,-37.7434,144.881,Western Metropolitan,5629,8,5178.571429,4202.898551,193333.3333,45312.5,206875,ASHBURTON,,,
Ashburton,h,2405000,3/06/2017,10.2,2,1,1,0,70,2013,Moreland City Council,-37.7582,144.94,Northern Metropolitan,7082,8, ,5721.428571,200250,67881.35593,300625,ASHBURTON,,,
Camberwell,h,3050000,3/06/2017,7.7,2,1,1,47,35,2013,Maribyrnong City Council,-37.8014,144.8959,Western Metropolitan,7570,8,6489.361702,8714.285714,152500,47656.25,381250,CAMBERWELL,,,
Canterbury,u,850000,3/06/2017,8.4,3,2,2,0,,2013,Hobsons Bay City Council,-37.8447,144.8654,Western Metropolitan,5498,8, , ,261666.6667,93452.38095,106250,CANTERBURY,,,
Glen Iris,h,1890000,3/06/2017,7.3,1,1,1,778,,2013,Yarra City Council,-37.8177,144.9972,Northern Metropolitan,14949,8,562.3393316, ,437500,168269.2308,236250,GLEN IRIS,,,
Hawthorn,u,690000,3/06/2017,5.3,2,1,1,2571,66,2013,Yarra City Council,-37.8198,145.005,Northern Metropolitan,14949,8,218.2030338,8500,280500,215769.2308,86250,HAWTHORN,,,
Hawthorn,u,1022000,3/06/2017,5.3,2,1,1,1555,92,2013,Maribyrnong City Council,-37.8156,144.8943,Western Metropolitan,6543,8,502.8938907,8500,391000,111714.2857,127750,HAWTHORN,,,
Hawthorn,h,5510000,3/06/2017,5.3,2,1,1,161,86,2013,Moreland City Council,-37.7218,144.9188,Northern Metropolitan,2651,8,3636.645963,6808.139535,292750,50913.04348,688750,HAWTHORN,,,
Hawthorn,h,3335000,3/06/2017,5.3,2,1,1,113,90,2013,Darebin City Council,-37.7479,145.0153,Northern Metropolitan,14577,8,5840.707965,7333.333333,330000,75000,416875,HAWTHORN,,,
Hawthorn,u,560000,3/06/2017,5.3,3,3,2,240,240,2013,Moonee Valley City Council,-37.762,144.8916,Western Metropolitan,1543,8,5416.666667,5416.666667,433333.3333,142857.1429,70000,HAWTHORN,,,
Hawthorn,h,1790000,3/06/2017,5.3,4,4,2,473,292,2013,Bayside City Council,-37.9104,144.9999,Southern Metropolitan,10579,8,6131.078224,9931.506849,725000,258928.5714,223750,HAWTHORN,,,
Hawthorn,u,805000,3/06/2017,5.3,2,2,1,2787,75,2013,Maribyrnong City Council,-37.7794,144.872,Western Metropolitan,3873,8,145.3175457,5400,202500,44021.73913,100625,HAWTHORN,,,
Hawthorn East,h,1875000,3/06/2017,6.2,3,2,3,300,,2013,Moreland City Council,-37.7098,144.9266,Northern Metropolitan,8870,8,2400, ,240000,55384.61538,234375,HAWTHORN EAST,,,
Hawthorn East,h,2320000,3/06/2017,6.2,2,2,1,0,75,2013,Glen Eira City Council,-37.8882,145.0666,Southern Metropolitan,4442,8, ,7813.333333,293000,48429.75207,290000,HAWTHORN EAST,,,
Hawthorn East,t,1465000,3/06/2017,6.2,1,1,1,0,,2013,Melbourne City Council,-37.8084,144.9473,Northern Metropolitan,2230,8, , ,295000,155263.1579,183125,HAWTHORN EAST,,,
Kew,u,630000,3/06/2017,5.4,2,1,1,1556,,2013,Moreland City Council,-37.7721,144.9719,Northern Metropolitan,5533,8,321.3367609, ,250000,111111.1111,78750,KEW,,,
Kew,t,942000,3/06/2017,5.4,3,2,2,250,129,2013,Brimbank City Council,-37.7798,144.8156,Western Metropolitan,2185,8,2320,4496.124031,193333.3333,41726.61871,117750,KEW,,,
Kew,u,515000,3/06/2017,5.4,5,1,1,227,152,2013,Moreland City Council,-37.6979,144.941,Northern Metropolitan,8870,8,2841.409692,4243.421053,129000,49615.38462,64375,KEW,,,
Kew,u,672000,3/06/2017,5.4,2,1,1,167,69,2013,Moonee Valley City Council,-37.7343,144.8824,Western Metropolitan,2291,8,3053.892216,7391.304348,255000,45535.71429,84000,KEW,,,
Kew East,h,2162000,3/06/2017,7.3,2,2,1,0,86,2013,Yarra City Council,-37.8055,144.9961,Northern Metropolitan,4019,8, ,10116.27907,435000,348000,270250,KEW EAST,,,
Kew East,h,2260000,3/06/2017,7.3,3,2,2,247,127,2013,Brimbank City Council,-37.77976,144.81559,Western Metropolitan,2185,8,2429.149798,4724.409449,200000,57142.85714,282500,KEW EAST,,,
Surrey Hills,u,740000,3/06/2017,10.2,3,2,2,0,139,2013,Moreland City Council,-37.70903,144.93995,Northern Metropolitan,2606,8, ,4510.791367,209000,55982.14286,92500,SURREY HILLS,,,
Balwyn,h,2380000,17/06/2017,7.9,4,3,2,332,198,2013,Manningham City Council,-37.76577,145.10729,Eastern Metropolitan,5420,8,3042.168675,5101.010101,252500,81451.6129,297500,BALWYN,,,
Balwyn,h,2100000,17/06/2017,7.9,2,1,1,2379,69,2013,Yarra City Council,-37.80554,144.99612,Northern Metropolitan,4019,8,315.258512,10869.56522,375000,250000,262500,BALWYN,,,
Balwyn,h,3050000,17/06/2017,7.9,4,3,2,142,,2013,Port Phillip City Council,-37.87156,144.98605,Southern Metropolitan,8989,8,13732.39437, ,487500,270833.3333,381250,BALWYN,,,
Balwyn North,t,1557000,17/06/2017,9.7,3,2,1,200,130,2013,Monash City Council,-37.91017,145.11488,Southern Metropolitan,2547,8,4100,6307.692308,273333.3333,66666.66667,194625,BALWYN NORTH,,,
Balwyn North,h,2050000,17/06/2017,9.7,2,2,2,1523,,2013,Moonee Valley City Council,-37.74999,144.91447,Western Metropolitan,9264,8,472.751149, ,360000,96000,256250,BALWYN NORTH,,,
Camberwell,h,2361000,17/06/2017,7.7,2,2,1,0,,2013,Melbourne City Council,-37.7969,144.9742,Northern Metropolitan,6786,8, , ,310000,387500,295125,CAMBERWELL,,,
Glen Iris,h,1650000,17/06/2017,7.3,3,3,2,160,149,2013,Bayside City Council,-37.96062,145.04296,Southern Metropolitan,9758,8,5937.5,6375.838926,316666.6667,53072.6257,206250,GLEN IRIS,,,
Hawthorn,u,762000,17/06/2017,5.3,1,1,0,30,26,2013,Maribyrnong City Council,-37.80141,144.89587,Western Metropolitan,7570,8,5666.666667,6538.461538,170000,33333.33333,95250,HAWTHORN,,,
Hawthorn,h,7650000,17/06/2017,5.3,2,2,1,65,78,2013,Moreland City Council,-37.76812,144.97414,Northern Metropolitan,5533,8,10807.69231,9006.410256,351250,175625,956250,HAWTHORN,,,
Hawthorn,u,375000,17/06/2017,5.3,1,1,1,0,57,2013,Yarra City Council,-37.80348,144.98257,Northern Metropolitan,5825,8, ,8596.491228,490000,233333.3333,46875,HAWTHORN,,,
Hawthorn,u,1080000,17/06/2017,5.3,2,2,1,279,104,2013,Maribyrnong City Council,-37.78799,144.87515,Western Metropolitan,3873,8,2329.749104,6250,325000,101562.5,135000,HAWTHORN,,,
Hawthorn East,h,2225000,17/06/2017,6.2,2,2,1,126,138,2013,Darebin City Council,-37.72357,144.98562,Northern Metropolitan,21650,8,5634.920635,5144.927536,355000,59166.66667,278125,HAWTHORN EAST,,,
Hawthorn East,h,2855000,17/06/2017,6.2,3,2,2,125,131,2013,Maribyrnong City Council,-37.80735,144.87361,Western Metropolitan,5058,8,5600,5343.51145,233333.3333,109375,356875,HAWTHORN EAST,,,
Hawthorn East,h,3255000,17/06/2017,6.2,2,2,1,0,,2013,Port Phillip City Council,-37.88678,144.98855,Southern Metropolitan,8989,8, , ,365000,101388.8889,406875,HAWTHORN EAST,,,
Kew,h,3175000,17/06/2017,5.4,2,1,1,134,,2013,Darebin City Council,-37.7216,145.0178,Northern Metropolitan,21650,8,3694.029851, ,247500,41250,396875,KEW,,,
Surrey Hills,u,807000,17/06/2017,10.2,2,1,1,0,80,2013,Moreland City Council,-37.71652,144.92268,Northern Metropolitan,2651,8, ,6812.5,272500,48660.71429,100875,SURREY HILLS,,,
Balwyn North,h,3200000,24/06/2017,9.7,4,3,2,429,262,2013,Glen Eira City Council,-37.91582,145.048,Southern Metropolitan,6795,8,4079.254079,6679.389313,437500,153508.7719,400000,BALWYN NORTH,,,
Balwyn North,u,682000,24/06/2017,9.7,2,2,1,0,77,2013,Melbourne City Council,-37.84158,144.93809,Southern Metropolitan,8648,8, ,9870.12987,380000,217142.8571,85250,BALWYN NORTH,,,
Hawthorn,t,1236000,24/06/2017,5.3,2,1,1,178,84,2013,Maribyrnong City Council,-37.81481,144.88013,Western Metropolitan,6543,8,4382.022472,9285.714286,390000,123809.5238,154500,HAWTHORN,,,
Hawthorn,h,2010000,24/06/2017,5.3,3,2,2,335,239,2013,Glen Eira City Council,-37.91783,145.0816,Southern Metropolitan,10969,8,3820.895522,5355.648536,426666.6667,92753.62319,251250,HAWTHORN,,,
Hawthorn,h,2370000,24/06/2017,5.3,3,2,2,,222,2013,Bayside City Council,-37.90217,144.99337,Southern Metropolitan,10579,8, ,9099.099099,673333.3333,192380.9524,296250,HAWTHORN,,,
Hawthorn,h,1682000,24/06/2017,5.3,3,2,1,292,113,2013,Brimbank City Council,-37.74695,144.86625,Western Metropolitan,5629,8,2123.287671,5486.725664,206666.6667,52991.45299,210250,HAWTHORN,,,
Kew,u,797000,24/06/2017,5.4,3,2,2,,142,2013,Darebin City Council,-37.77043,145.01277,Northern Metropolitan,11364,8, ,8309.859155,393333.3333,222641.5094,99625,KEW,,,
Surrey Hills,h,2000000,24/06/2017,10.2,3,2,2,,127,2013,Hobsons Bay City Council,-37.83442,144.85789,Western Metropolitan,5132,8, ,5748.031496,243333.3333,77659.57447,250000,SURREY HILLS,,,
Balwyn,u,725000,27/05/2017,7.9,3,2,2,,215,2013,Moonee Valley City Council,-37.73618,144.89709,Western Metropolitan,1308,8, ,5860.465116,420000,153658.5366,90625,BALWYN,,,
Balwyn,u,602000,27/05/2017,7.9,2,1,1,,,2013,Bayside City Council,-37.9512,145.04171,Southern Metropolitan,4794,8, , ,302000,37750,75250,BALWYN,,,
Balwyn,u,830000,27/05/2017,7.9,2,1,1,,65,2013,Moreland City Council,-37.707,144.92165,Northern Metropolitan,8870,8, ,7384.615385,240000,42857.14286,103750,BALWYN,,,
Balwyn North,h,1300000,27/05/2017,9.7,2,1,1,652,,2013,Port Phillip City Council,-37.85556,144.99063,Southern Metropolitan,4380,8,1242.331288, ,405000,176086.9565,162500,BALWYN NORTH,,,
Balwyn North,t,1330000,27/05/2017,9.7,2,2,1,,,2013,Brimbank City Council,-37.69826,144.80091,Western Metropolitan,570,8, , ,260000,33548.3871,166250,BALWYN NORTH,,,
Balwyn North,h,2050000,27/05/2017,9.7,1,1,1,,50,2013,Yarra City Council,-37.81177,145.01414,Northern Metropolitan,4019,8, ,8300,415000,138333.3333,256250,BALWYN NORTH,,,
Balwyn North,h,1940000,27/05/2017,9.7,2,2,1,,,2013,Yarra City Council,-37.79793,144.99818,Northern Metropolitan,4019,8, , ,341500,227666.6667,242500,BALWYN NORTH,,,
Balwyn North,h,1590000,27/05/2017,9.7,3,2,2,138,137,2013,Bayside City Council,-37.95656,145.06926,Southern Metropolitan,9758,8,5760.869565,5802.919708,265000,44413.40782,198750,BALWYN NORTH,,,
Balwyn North,u,725000,27/05/2017,9.7,3,2,2,,139,2013,Manningham City Council,-37.80335,145.1851,Eastern Metropolitan,4973,8, ,6258.992806,290000,56493.50649,90625,BALWYN NORTH,,,
Camberwell,h,1290000,27/05/2017,7.7,3,3,2,797,154,2013,Moreland City Council,-37.73009,144.93068,Northern Metropolitan,7485,8,978.6700125,5064.935065,260000,91764.70588,161250,CAMBERWELL,,,
Canterbury,h,1930000,27/05/2017,8.4,5,3,2,460,253,2013,Darebin City Council,-37.73108,144.98351,Northern Metropolitan,3445,8,2586.956522,4703.557312,238000,177611.9403,241250,CANTERBURY,,,
Canterbury,h,2408000,27/05/2017,8.4,3,2,1,224,193,2013,Moonee Valley City Council,-37.7556,144.899,Western Metropolitan,1543,8,5133.928571,5958.549223,383333.3333,153333.3333,301000,CANTERBURY,,,
Canterbury,h,4750000,27/05/2017,8.4,4,2,2,,220,2013,Glen Eira City Council,-37.925,145.0723,Southern Metropolitan,10969,8, ,5909.090909,325000,94202.89855,593750,CANTERBURY,,,
Glen Iris,u,762000,27/05/2017,7.3,4,2,2,581,206,2013,Glen Eira City Council,-37.9261,145.0506,Southern Metropolitan,10969,8,2822.719449,7961.165049,410000,118840.5797,95250,GLEN IRIS,,,
Glen Iris,t,1501000,27/05/2017,7.3,3,2,3,,132,2013,Hobsons Bay City Council,-37.83611,144.8544,Western Metropolitan,5132,8, ,6477.272727,285000,90957.44681,187625,GLEN IRIS,,,
