Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Propertycount,Buildingage2,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Uppercase,,Buildingage,,#REF!
Kew,u,920000,16/09/2017,5.4,3,2,2,289,120,2014,Darebin City Council,-37.71222,145.02252,21650,7,2508.650519,6041.666667,241666.6667,60416.66667,131428.5714,KEW,,7,,
Kew,h,5065000,16/09/2017,5.4,3,2,1,,129,2014,Brimbank City Council,-37.79513,144.83218,3755,7, ,5922.48062,254666.6667,72761.90476,723571.4286,KEW,,7,,
Kew,h,5580000,16/09/2017,5.4,4,2,2,368,203,2014,Manningham City Council,-37.78674,145.15106,10999,7,3559.782609,6453.20197,327500,91608.39161,797142.8571,KEW,,7,,
Kew East,h,1325000,16/09/2017,7.3,4,2,2,,156,2014,Bayside City Council,-37.93858,145.0323,2356,7, ,8557.692308,333750,96739.13043,189285.7143,KEW EAST,,7,,
Kew East,h,1975000,16/09/2017,7.3,3,1,1,,44,2014,Moreland City Council,-37.77473,144.97026,11918,7, ,27272.72727,400000,230769.2308,282142.8571,KEW EAST,,7,,
Mont Albert,h,2500000,16/09/2017,10.2,3,2,2,171,122,2014,Bayside City Council,-37.95671,145.0686,9758,7,4093.567251,5737.704918,233333.3333,39106.14525,357142.8571,MONT ALBERT,,7,,
Surrey Hills,h,1810000,16/09/2017,10.2,3,2,2,,184,2014,Maroondah City Council,-37.81401,145.24806,4407,7, ,4972.217391,304962.6667,42952.48826,258571.4286,SURREY HILLS,,7,,
Surrey Hills,h,2230000,16/09/2017,10.2,3,2,2,,159,2014,Maribyrnong City Council,-37.7915,144.8509,3589,7, ,5031.446541,266666.6667,93023.25581,318571.4286,SURREY HILLS,,7,,
Surrey Hills,h,3851000,16/09/2017,10.2,3,2,2,,,2014,Darebin City Council,-37.7331,145.0113,14577,7, , ,393333.3333,140476.1905,550142.8571,SURREY HILLS,,7,,
Ashburton,t,1200000,19/08/2017,10.2,4,2,2,515,240,2014,Brimbank City Council,-37.7956,144.7953,6763,7,1767.961165,3793.75,227625,86714.28571,171428.5714,ASHBURTON,,7,,
Ashburton,h,1920000,19/08/2017,10.2,3,2,2,,116,2014,Darebin City Council,-37.7307,144.9825,3445,7, ,6336.206897,245000,109701.4925,274285.7143,ASHBURTON,,7,,
Balwyn,h,2200000,19/08/2017,7.9,5,3,6,,321,2014,Maribyrnong City Council,-37.7872,144.8958,4918,7, ,5295.950156,340000,395348.8372,314285.7143,BALWYN,,7,,
Balwyn North,h,2000000,19/08/2017,9.7,4,2,2,616,289,2014,Maroondah City Council,-37.84009,145.19954,4181,7,2589.285714,5519.031142,398750,92732.55814,285714.2857,BALWYN NORTH,,7,,
Balwyn North,h,2270000,19/08/2017,9.7,4,3,2,371,223,2014,Moreland City Council,-37.75782,144.97608,11918,7,4487.87062,7466.367713,416250,320192.3077,324285.7143,BALWYN NORTH,,7,,
Balwyn North,h,1890000,19/08/2017,9.7,3,2,4,371,176,2014,Moreland City Council,-37.70212,144.90104,1071,7,2129.380054,4488.636364,263333.3333,61240.31008,270000,BALWYN NORTH,,7,,
Camberwell,h,1901000,19/08/2017,7.7,4,2,2,495,100,2014,Moreland City Council,-37.73425,144.94819,7485,7,2050.505051,10150,253750,119411.7647,271571.4286,CAMBERWELL,,7,,
Camberwell,h,2600000,19/08/2017,7.7,3,2,2,186,118,2014,Darebin City Council,-37.72156,145.01103,21650,7,4354.83871,6864.40678,270000,67500,371428.5714,CAMBERWELL,,7,,
Camberwell,u,905000,19/08/2017,7.7,4,2,2,263,180,2014,Moreland City Council,-37.75845,144.93448,7082,7,3612.1673,5277.777778,237500,182692.3077,129285.7143,CAMBERWELL,,7,,
Canterbury,h,1750000,19/08/2017,8.4,3,2,2,171,112,2014,Bayside City Council,-37.95653,145.06708,9758,7,4619.883041,7053.571429,263333.3333,44134.07821,250000,CANTERBURY,,7,,
Glen Iris,h,1300000,19/08/2017,7.3,4,3,2,354,252,2014,Glen Eira City Council,-37.91372,145.07488,10969,7,3621.468927,5087.301587,320500,92898.55072,185714.2857,GLEN IRIS,,7,,
Glen Iris,h,820000,19/08/2017,7.3,3,3,4,310,315,2014,Boroondara City Council,-37.874,145.0714,3052,7,,,683333.3333,,117142.8571,GLEN IRIS,,7,,
Glen Iris,u,583000,19/08/2017,7.3,2,1,1,0,70,2014,Boroondara City Council,-37.8116,145.0724,5682,7,,,317500,,83285.71429,GLEN IRIS,,7,,
Glen Iris,h,1307500,19/08/2017,7.3,4,3,1,362,200,2014,Boroondara City Council,-37.7987,145.0788,7809,7,,,420000,,186785.7143,GLEN IRIS,,7,,
Glen Iris,h,1390000,19/08/2017,7.3,2,2,1,85,82,2014,Boroondara City Council,-37.8154,145.0369,11308,7,,,305000,,198571.4286,GLEN IRIS,,7,,
Hawthorn,h,1600000,19/08/2017,5.3,2,1,1,0,60,2014,Boroondara City Council,-37.8216,145.0343,11308,7,,,247500,,228571.4286,HAWTHORN,,7,,
Hawthorn,h,2300000,19/08/2017,5.3,3,2,2,0,88,2014,Boroondara City Council,-37.8268,145.0344,11308,7,,,280000,,328571.4286,HAWTHORN,,7,,
Hawthorn East,t,865000,19/08/2017,6.2,1,1,1,0,44,2014,Boroondara City Council,-37.8222,145.0329,11308,7,,,370000,,123571.4286,HAWTHORN EAST,,7,,
Hawthorn East,h,1805000,19/08/2017,6.2,4,2,2,779,264,2014,Boroondara City Council,-37.8185,145.0878,5457,7,,,715000,,257857.1429,HAWTHORN EAST,,7,,
Hawthorn East,t,1375000,19/08/2017,6.2,2,1,1,0,,2014,Boroondara City Council,-37.82214,145.03288,11308,7,,,300000,,196428.5714,HAWTHORN EAST,,7,,
Kew,u,901000,19/08/2017,5.4,3,2,2,186,158,2014,Boroondara City Council,-37.84143,145.08705,8920,7,,,426666.6667,,128714.2857,KEW,,7,,
Kew,u,1005000,19/08/2017,5.4,2,2,1,,83,2014,Boroondara City Council,-37.83406,145.06018,8920,7,,,290000,,143571.4286,KEW,,7,,
Kew,h,2180000,19/08/2017,5.4,3,2,2,,,2014,Boroondara City Council,-37.84096,145.08823,8920,7,,,406666.6667,,311428.5714,KEW,,7,,
Kew East,u,1360000,19/08/2017,7.3,5,4,2,,381,2014,Boroondara City Council,-37.83909,145.0933,8920,7,,,530000,,194285.7143,KEW EAST,,7,,
Kew East,h,2118000,19/08/2017,7.3,4,4,2,,,2014,Boroondara City Council,-37.79496,145.02669,10331,7,,,512500,,302571.4286,KEW EAST,,7,,
Surrey Hills,h,1366000,19/08/2017,10.2,4,3,2,416,256,2014,Boroondara City Council,-37.82671,145.11068,5457,7,,,477500,,195142.8571,SURREY HILLS,,7,,
Ashburton,h,1210000,23/09/2017,10.2,2,1,1,110,90,2015,Moonee Valley City Council,-37.7216,144.871,3464,6,4090.909091,5000,225000,33333.33333,201666.6667,ASHBURTON,,6,,
Balwyn,h,2580000,23/09/2017,7.9,2,2,1,115,115,2015,Melbourne City Council,-37.8351,144.9441,8648,6,11086.95652,11086.95652,637500,335526.3158,430000,BALWYN,,6,,
Balwyn,h,1420000,23/09/2017,7.9,4,3,1,425,233,2015,Hobsons Bay City Council,-37.8456,144.8741,5498,6,3811.764706,6952.7897,405000,192857.1429,236666.6667,BALWYN,,6,,
Camberwell,h,2800000,23/09/2017,7.7,4,3,2,575,280,2015,Darebin City Council,-37.7671,145.0176,2970,6,3478.26087,7142.857143,500000,344827.5862,466666.6667,CAMBERWELL,,6,,
Glen Iris,u,678000,23/09/2017,7.3,5,3,2,695,305,2015,Monash City Council,-37.8973,145.0979,3224,6,2302.158273,5245.901639,320000,114285.7143,113000,GLEN IRIS,,6,,
Glen Iris,h,1285000,23/09/2017,7.3,3,3,2,227,211,2015,Maribyrnong City Council,-37.8033,144.8897,2417,6,5837.004405,6279.620853,441666.6667,200757.5758,214166.6667,GLEN IRIS,,6,,
Hawthorn,u,609000,23/09/2017,5.3,3,2,2,319,256,2015,Glen Eira City Council,-37.9256,145.0533,10969,6,4592.476489,5722.65625,488333.3333,105395.6835,101500,HAWTHORN,,6,,
Hawthorn,u,732500,23/09/2017,5.3,3,2,2,0,118,2015,Moonee Valley City Council,-37.7532,144.8848,588,6, ,6186.440678,243333.3333,74489.79592,122083.3333,HAWTHORN,,6,,
Hawthorn East,h,3600000,23/09/2017,6.2,2,2,1,0,120,2015,Stonnington City Council,-37.8828,145.0528,8801,6, ,5416.666667,325000,58035.71429,600000,HAWTHORN EAST,,6,,
Kew,h,2450000,23/09/2017,5.4,3,3,2,374,267,2015,Moonee Valley City Council,-37.7507,144.8911,9264,6,3342.245989,4681.64794,416666.6667,156250,408333.3333,KEW,,6,,
Kew,h,2855000,23/09/2017,5.4,4,2,2,0,126,2015,Maribyrnong City Council,-37.7905,144.8882,7570,6, ,5547.619048,174750,109218.75,475833.3333,KEW,,6,,
Kew,t,955000,23/09/2017,5.4,3,2,1,352,242,2015,Hobsons Bay City Council,-37.87,144.825,5301,6,1477.272727,2148.760331,173333.3333,37681.15942,159166.6667,KEW,,6,,
Kew,h,1350000,23/09/2017,5.4,3,3,2,701,320,2015,Bayside City Council,-37.9419,145.0152,5454,6,3994.293866,8750,933333.3333,204379.562,225000,KEW,,6,,
Kew,h,1630000,23/09/2017,5.4,4,3,2,256,217,2015,Moonee Valley City Council,-37.7527,144.8957,9264,6,4531.25,5345.62212,290000,145000,271666.6667,KEW,,6,,
Kew East,h,1875000,23/09/2017,7.3,3,3,2,278,277,2015,Hobsons Bay City Council,-37.8261,144.8718,1223,6,3021.582734,3032.490975,280000,109090.9091,312500,KEW EAST,,6,,
Mont Albert,u,647000,23/09/2017,10.2,3,3,2,227,211,2015,Maribyrnong City Council,-37.8033,144.8897,2417,6,5947.136564,6398.104265,450000,204545.4545,107833.3333,MONT ALBERT,,6,,
Surrey Hills,h,1465000,23/09/2017,10.2,3,2,2,224,132,2015,Hobsons Bay City Council,-37.8424,144.8653,5498,6,3437.5,5833.333333,256666.6667,91666.66667,244166.6667,SURREY HILLS,,6,,
Surrey Hills,h,1910000,23/09/2017,10.2,2,1,1,0,75,2015,Yarra City Council,-37.8255,144.9948,1123,6, ,8833.333333,331250,265000,318333.3333,SURREY HILLS,,6,,
Surrey Hills,u,985000,23/09/2017,10.2,2,2,2,0,38,2015,Melbourne City Council,-37.8379,144.9913,14887,6, ,26052.63158,495000,300000,164166.6667,SURREY HILLS,,6,,
Surrey Hills,u,800000,23/09/2017,10.2,4,2,0,538,142,2015,Melbourne City Council,-37.7816,144.9714,3106,6,5052.04461,19140.84507,679500,849375,133333.3333,SURREY HILLS,,6,,
Ashburton,t,1650000,26/08/2017,10.2,2,2,1,146,132,2015,Moonee Valley City Council,-37.7713,144.9038,6567,6,5924.657534,6553.030303,432500,146610.1695,275000,ASHBURTON,,6,,
Ashburton,h,2550000,26/08/2017,10.2,3,2,1,162,115,2015,Brimbank City Council,-37.7308,144.8664,5629,6,3919.753086,5521.73913,211666.6667,49609.375,425000,ASHBURTON,,6,,
Balwyn North,h,2800000,26/08/2017,9.7,2,2,1,0,63,2015,Moonee Valley City Council,-37.7675,144.92,6232,6, ,8888.888889,280000,81159.42029,466666.6667,BALWYN NORTH,,6,,
Camberwell,h,1855000,26/08/2017,7.7,4,3,2,224,205,2015,Maribyrnong City Council,-37.7641,144.8885,4918,6,5312.5,5804.878049,297500,136781.6092,309166.6667,CAMBERWELL,,6,,
Camberwell,u,670000,26/08/2017,7.7,3,2,2,202,151,2015,Moonee Valley City Council,-37.7418,144.8833,2291,6,3960.39604,5298.013245,266666.6667,71428.57143,111666.6667,CAMBERWELL,,6,,
Camberwell,h,2385000,26/08/2017,7.7,2,1,1,161,112,2015,Moreland City Council,-37.712,144.9175,2651,6,3726.708075,5357.142857,300000,52173.91304,397500,CAMBERWELL,,6,,
Canterbury,h,1935000,26/08/2017,8.4,1,1,1,710,58,2015,Moonee Valley City Council,-37.7355,144.8874,2291,6,457.7464789,5603.448276,325000,29017.85714,322500,CANTERBURY,,6,,
Canterbury,u,757500,26/08/2017,8.4,2,2,1,151,102,2015,Darebin City Council,-37.70426,145.01204,21650,6,3807.94702,5637.254902,287500,47916.66667,126250,CANTERBURY,,6,,
Glen Iris,h,5770000,26/08/2017,7.3,3,2,2,104,146,2015,Melbourne City Council,-37.83165,144.94411,8648,6,13346.15385,9506.849315,462666.6667,396571.4286,961666.6667,GLEN IRIS,,6,,
Glen Iris,h,2850000,26/08/2017,7.3,1,1,1,0,44,2015,Stonnington City Council,-37.85012,144.99225,7717,6, ,10000,440000,95652.17391,475000,GLEN IRIS,,6,,
Glen Iris,h,2690000,26/08/2017,7.3,4,3,2,552,355,2015,Stonnington City Council,-37.87421,145.04958,8801,6,6521.73913,10140.84507,900000,428571.4286,448333.3333,GLEN IRIS,,6,,
Hawthorn,u,581000,26/08/2017,5.3,2,1,1,182,112,2015,Moreland City Council,-37.712,144.91761,2651,6,3351.648352,5446.428571,305000,54464.28571,96833.33333,HAWTHORN,,6,,
Hawthorn,h,2825000,26/08/2017,5.3,2,1,2,230,69,2015,Darebin City Council,-37.709,145.02014,21650,6,2182.608696,7275.362319,251000,41833.33333,470833.3333,HAWTHORN,,6,,
Kew,h,1115000,26/08/2017,5.4,3,2,2,190,,2015,Darebin City Council,-37.74978,144.97738,11204,6,4684.210526, ,296666.6667,132835.8209,185833.3333,KEW,,6,,
Kew,h,3300000,26/08/2017,5.4,1,1,1,0,55,2015,Moonee Valley City Council,-37.77149,144.91552,6232,6, ,6581.818182,362000,58387.09677,550000,KEW,,6,,
Kew,u,650000,26/08/2017,5.4,5,2,2,499,251,2015,Darebin City Council,-37.72556,144.99021,21650,6,2570.140281,5109.561753,256500,106875,108333.3333,KEW,,6,,
Kew,h,1750000,26/08/2017,5.4,2,1,1,0,62,2015,Maribyrnong City Council,-37.79975,144.88368,7570,6, ,7338.709677,227500,89215.68627,291666.6667,KEW,,6,,
Kew,h,3450000,26/08/2017,5.4,2,2,1,126,95,2015,Maribyrnong City Council,-37.78458,144.88106,3873,6,5099.206349,6763.157895,321250,100390.625,575000,KEW,,6,,
Kew East,h,1837500,26/08/2017,7.3,5,5,2,667,431,2015,Monash City Council,-37.88007,145.12328,13366,6,3835.082459,5935.034803,511600,180140.8451,306250,KEW EAST,,6,,
Kew East,t,1500000,26/08/2017,7.3,2,2,1,,90,2015,Moreland City Council,-37.75848,144.97529,11918,6, ,7722.222222,347500,133653.8462,250000,KEW EAST,,6,,
Surrey Hills,h,2720000,26/08/2017,10.2,4,4,3,543,259,2015,Moonee Valley City Council,-37.74633,144.89644,9264,6,2946.593002,6177.606178,400000,213333.3333,453333.3333,SURREY HILLS,,6,,
Surrey Hills,h,1715000,26/08/2017,10.2,4,2,2,881,,2015,Bayside City Council,-37.90217,144.99337,10579,6,2565.266742, ,565000,215238.0952,285833.3333,SURREY HILLS,,6,,
Surrey Hills,h,1320000,26/08/2017,10.2,3,2,2,261,151,2015,Monash City Council,-37.84691,145.10029,5678,6,4674.329502,8079.470199,406666.6667,117307.6923,220000,SURREY HILLS,,6,,
Balwyn North,h,3870000,7/10/2017,9.7,3,2,2,147,125,2015,Maribyrnong City Council,-37.78538,144.87959,3873,6,4911.564626,5776,240666.6667,112812.5,645000,BALWYN NORTH,,6,,
Camberwell,h,2235000,7/10/2017,7.7,3,2,1,145,129,2015,Monash City Council,-37.93211,145.18955,7113,6,4482.758621,5038.75969,216666.6667,34574.46809,372500,CAMBERWELL,,6,,
Camberwell,h,1870000,7/10/2017,7.7,2,2,1,,112,2015,Maribyrnong City Council,-37.81408,144.88876,6543,6, ,8035.714286,450000,142857.1429,311666.6667,CAMBERWELL,,6,,
Hawthorn,h,3220000,7/10/2017,5.3,4,3,2,367,334,2015,Whitehorse City Council,-37.81338,145.18551,6871,6,3269.754768,3592.814371,300000,69767.44186,536666.6667,HAWTHORN,,6,,
Hawthorn East,h,1055000,7/10/2017,6.2,4,3,2,,267,2015,Moonee Valley City Council,-37.76157,144.89112,1543,6, ,5655.430712,377500,201333.3333,175833.3333,HAWTHORN EAST,,6,,
Surrey Hills,h,1901000,7/10/2017,10.2,3,2,2,,133,2015,Monash City Council,-37.84839,145.13029,5678,6, ,6774.43609,300333.3333,86634.61538,316833.3333,SURREY HILLS,,6,,
Ashburton,h,2005000,14/10/2017,10.2,4,2,3,357,270,2015,Stonnington City Council,-37.84684,145.03893,4675,6,7703.081232,10185.18519,687500,466101.6949,334166.6667,ASHBURTON,,6,,
Balwyn,h,1425000,14/10/2017,7.9,1,1,1,,50,2015,Maribyrnong City Council,-37.79975,144.88368,7570,6, ,7460,373000,73137.2549,237500,BALWYN,,6,,
Balwyn,h,3600000,14/10/2017,7.9,4,2,2,,252,2015,Whitehorse City Council,-37.8101,145.20495,6871,6, ,5182.539683,326500,75930.23256,600000,BALWYN,,6,,
Balwyn,h,2600000,14/10/2017,7.9,3,2,2,162,143,2015,Maribyrnong City Council,-37.8007,144.88207,7570,6,5308.641975,6013.986014,286666.6667,168627.451,433333.3333,BALWYN,,6,,
Balwyn North,h,1500000,14/10/2017,9.7,5,4,2,788,418,2015,Monash City Council,-37.8693,145.17012,15321,6,3388.324873,6387.559809,534000,159880.2395,250000,BALWYN NORTH,,6,,
Balwyn North,h,1500000,14/10/2017,9.7,3,3,1,421,194,2015,Melbourne City Council,-37.83706,144.9479,8648,6,6950.118765,15082.47423,975333.3333,836000,250000,BALWYN NORTH,,6,,
Camberwell,h,1700000,14/10/2017,7.7,3,2,1,255,108,2015,Brimbank City Council,-37.79482,144.79027,6763,6,2235.294118,5277.777778,190000,54285.71429,283333.3333,CAMBERWELL,,6,,
Canterbury,h,2430000,14/10/2017,8.4,10,9,2,612,466,2015,Monash City Council,-37.84461,145.10968,5678,6,3782.679739,4967.811159,231500,222596.1538,405000,CANTERBURY,,6,,
Hawthorn,h,2800000,14/10/2017,5.3,5,2,3,,235,2015,Glen Eira City Council,-37.8957,145.05317,7822,6, ,7085.106383,333000,164851.4851,466666.6667,HAWTHORN,,6,,
Kew,h,1720000,14/10/2017,5.4,5,3,2,501,312,2015,Bayside City Council,-37.94996,145.0452,4794,6,3544.91018,5692.307692,355200,111000,286666.6667,KEW,,6,,
Kew East,h,1655000,14/10/2017,7.3,5,4,2,710,429,2015,Bayside City Council,-37.8936,144.9982,10579,6,6197.183099,10256.41026,880000,419047.619,275833.3333,KEW EAST,,6,,
Kew East,h,2000000,14/10/2017,7.3,4,2,1,585,178,2015,Moonee Valley City Council,-37.73344,144.88925,3464,6,1350.42735,4438.202247,197500,75961.53846,333333.3333,KEW EAST,,6,,
Kew East,h,1850000,14/10/2017,7.3,3,2,1,92,177,2015,Yarra City Council,-37.82922,145.00837,438,6,21086.95652,10960.45198,646666.6667,808333.3333,308333.3333,KEW EAST,,6,,
Balwyn,h,3300000,21/10/2017,7.9,4,3,1,182,157,2015,Moonee Valley City Council,-37.75156,144.886,588,6,4395.604396,5095.541401,200000,106666.6667,550000,BALWYN,,6,,
Balwyn,h,2600000,21/10/2017,7.9,3,2,1,341,134,2015,Brimbank City Council,-37.74442,144.87636,5629,6,2346.041056,5970.149254,266666.6667,68376.06838,433333.3333,BALWYN,,6,,
Balwyn,h,3350000,21/10/2017,7.9,5,3,2,450,241,2015,Hobsons Bay City Council,-37.8618,144.87855,6380,6,4488.888889,8381.742739,404000,297058.8235,558333.3333,BALWYN,,6,,
Balwyn North,h,1846000,21/10/2017,9.7,4,3,2,328,213,2015,Stonnington City Council,-37.87426,145.0891,8801,6,4268.292683,6572.769953,350000,166666.6667,307666.6667,BALWYN NORTH,,6,,
Balwyn North,h,1100000,21/10/2017,9.7,3,2,2,289,119,2015,Darebin City Council,-37.72395,144.99749,21650,6,3425.605536,8319.327731,330000,82500,183333.3333,BALWYN NORTH,,6,,
Balwyn North,h,1300000,21/10/2017,9.7,3,2,2,292,164,2015,Brimbank City Council,-37.77792,144.81678,2185,6,2674.657534,4762.195122,260333.3333,74380.95238,216666.6667,BALWYN NORTH,,6,,
Camberwell,h,2056000,21/10/2017,7.7,4,2,2,354,272,2015,Moonee Valley City Council,-37.75474,144.91227,9264,6,4661.016949,6066.176471,412500,220000,342666.6667,CAMBERWELL,,6,,
Camberwell,h,2575000,21/10/2017,7.7,4,2,2,673,259,2015,Monash City Council,-37.89003,145.13272,13366,6,2228.826152,5791.505792,375000,105633.8028,429166.6667,CAMBERWELL,,6,,
Canterbury,h,3888000,21/10/2017,8.4,5,2,3,479,250,2015,Hobsons Bay City Council,-37.84456,144.87459,5498,6,3507.306889,6720,336000,270967.7419,648000,CANTERBURY,,6,,
Glen Iris,h,3120000,21/10/2017,7.3,5,5,2,1076,397,2015,Moonee Valley City Council,-37.73896,144.92131,3284,6,3066.914498,8312.342569,660000,402439.0244,520000,GLEN IRIS,,6,,
Glen Iris,h,2237500,21/10/2017,7.3,4,3,2,753,399,2015,Boroondara City Council,-37.8669,145.0767,3052,6,,,662500,,372916.6667,GLEN IRIS,,6,,
Glen Iris,h,2925000,21/10/2017,7.3,5,5,2,755,444,2015,Boroondara City Council,-37.8598,145.0796,3052,6,,,702000,,487500,GLEN IRIS,,6,,
Glen Iris,h,1700000,21/10/2017,7.3,5,4,2,760,477,2015,Boroondara City Council,-37.7907,145.0907,7809,6,,,660000,,283333.3333,GLEN IRIS,,6,,
Kew,t,1500000,21/10/2017,5.4,5,2,2,654,354,2015,Boroondara City Council,-37.8515,145.0922,10412,6,,,482000,,250000,KEW,,6,,
Kew,h,2425000,21/10/2017,5.4,3,2,1,392,426,2015,Boroondara City Council,-37.8081,145.0263,10331,6,,,626000,,404166.6667,KEW,,6,,
Kew,h,2120000,21/10/2017,5.4,2,2,1,8140,86.5,2015,Boroondara City Council,-37.82091,145.06011,3265,6,,,408000,,353333.3333,KEW,,6,,
Kew East,h,880000,21/10/2017,7.3,4,3,4,958,255,2015,Boroondara City Council,-37.78662,145.07683,7809,6,,,500000,,146666.6667,KEW EAST,,6,,
Surrey Hills,h,3445000,21/10/2017,10.2,3,3,2,,196,2015,Boroondara City Council,-37.80436,145.03581,10331,6,,,500000,,574166.6667,SURREY HILLS,,6,,
Surrey Hills,h,2300000,21/10/2017,10.2,4,2,2,464,272,2016,Glen Eira City Council,-37.8901,145.0224,5051,5,2719.827586,4639.705882,315500,135698.9247,460000,SURREY HILLS,,5,,
Surrey Hills,h,1975000,21/10/2017,10.2,4,3,1,662,265,2016,Hobsons Bay City Council,-37.8307,144.8725,984,5,1382.175227,3452.830189,228750,100549.4505,395000,SURREY HILLS,,5,,
Ashburton,h,1870000,28/10/2017,10.2,3,2,1,163,207,2016,Melbourne City Council,-37.8425,144.9877,14887,5,12331.28834,9710.144928,670000,609090.9091,374000,ASHBURTON,,5,,
Ashburton,h,1595000,28/10/2017,10.2,3,3,1,81,100,2016,Moreland City Council,-37.7575,144.9647,11918,5,8395.061728,6800,226666.6667,130769.2308,319000,ASHBURTON,,5,,
Ashburton,h,1620000,28/10/2017,10.2,4,2,2,502,309,2016,Stonnington City Council,-37.8515,145.0324,4675,5,6892.430279,11197.411,865000,467567.5676,324000,ASHBURTON,,5,,
Balwyn,h,2400000,28/10/2017,7.9,3,2,2,263,166,2016,Yarra City Council,-37.8266,144.9894,1123,5,7224.334601,11445.78313,633333.3333,760000,480000,BALWYN,,5,,
Balwyn,h,3320000,28/10/2017,7.9,3,3,2,420,270,2016,Glen Eira City Council,-37.8891,145.0102,4898,5,4880.952381,7592.592593,683333.3333,241176.4706,664000,BALWYN,,5,,
Balwyn North,h,2400000,28/10/2017,9.7,3,2,2,361,171,2016,Port Phillip City Council,-37.8663,144.9882,13240,5,4648.199446,9812.865497,559333.3333,275081.9672,480000,BALWYN NORTH,,5,,
Balwyn North,h,1683000,28/10/2017,9.7,5,4,2,646,360,2016,Manningham City Council,-37.7625,145.1043,5420,5,3219.814241,5777.777778,416000,150724.6377,336600,BALWYN NORTH,,5,,
Balwyn North,h,1000000,28/10/2017,9.7,4,3,2,587,392,2016,Stonnington City Council,-37.8613,145.0393,4675,5,6473.594549,9693.877551,950000,513513.5135,200000,BALWYN NORTH,,5,,
Balwyn North,h,3225000,28/10/2017,9.7,3,2,1,303,225,2016,Moonee Valley City Council,-37.718,144.878,3464,5,2772.277228,3733.333333,280000,62222.22222,645000,BALWYN NORTH,,5,,
Balwyn North,h,1730000,28/10/2017,9.7,5,5,2,669,395,2016,Manningham City Council,-37.7808,145.1185,9028,5,3240.657698,5488.607595,433600,155971.223,346000,BALWYN NORTH,,5,,
Camberwell,h,2700000,28/10/2017,7.7,3,2,1,186,140,2016,Moreland City Council,-37.7581,144.9514,11918,5,5053.763441,6714.285714,313333.3333,180769.2308,540000,CAMBERWELL,,5,,
Camberwell,h,2540000,28/10/2017,7.7,3,1,1,270,160,2016,Darebin City Council,-37.702,145.0148,21650,5,2192.592593,3700,197333.3333,52857.14286,508000,CAMBERWELL,,5,,
Camberwell,h,2755000,28/10/2017,7.7,5,3,2,551,346,2016,Bayside City Council,-37.9176,145.009,6938,5,4627.949183,7369.942197,510000,238317.757,551000,CAMBERWELL,,5,,
Camberwell,h,5450000,28/10/2017,7.7,3,3,3,250,207,2016,Moonee Valley City Council,-37.7189,144.9036,3284,5,3400,4106.280193,283333.3333,87628.86598,1090000,CAMBERWELL,,5,,
Canterbury,h,2725000,28/10/2017,8.4,3,3,1,217,,2016,Maribyrnong City Council,-37.8188,144.8884,6543,5,5610.599078, ,405833.3333,173928.5714,545000,CANTERBURY,,5,,
Glen Iris,h,2320000,28/10/2017,7.3,2,2,0,352,152,2016,Maribyrnong City Council,-37.8164,144.8869,6543,5,2954.545455,6842.105263,520000,148571.4286,464000,GLEN IRIS,,5,,
Hawthorn,u,502000,28/10/2017,5.3,3,2,1,77,133,2016,Moreland City Council,-37.7923,144.9776,6244,5,14025.97403,8120.300752,360000,308571.4286,100400,HAWTHORN,,5,,
