Suburb,Address,Rooms,Type,   Price   ,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,,
Bentleigh East,2/25 Birdwood St,2,u," $495,000.00 ",S,Woodards,4/06/2016,13.9,3165,2,1,1,76,79,1980,Glen Eira City Council,-37.91,145.0842,Southern Metropolitan,10969,,
Bentleigh East,24 Brooks St,4,h," $1,220,000.00 ",S,Hodges,4/06/2016,13.9,3165,3,2,2,585,178,1950,Glen Eira City Council,-37.9167,145.0771,Southern Metropolitan,10969,,
Bentleigh East,13 Claronga St,3,h," $885,000.00 ",S,C21,4/06/2016,13.9,3165,3,1,2,565,110,1950,Glen Eira City Council,-37.9262,145.0808,Southern Metropolitan,10969,,
Bentleigh East,17a Edinburgh St,3,t," $830,000.00 ",PI,Buxton,4/06/2016,13.9,3165,0,2,2,292,141,2012,Glen Eira City Council,-37.9168,145.069,Southern Metropolitan,10969,,
Braybrook,2/10 Skewes St,3,u," $495,000.00 ",S,Bells,4/06/2016,10.8,3019,3,2,1,327,124,2006,Maribyrnong City Council,-37.7851,144.8517,Western Metropolitan,3589,,
Brighton,30 Barkly St,3,h," $2,100,000.00 ",S,Buxton,4/06/2016,11.2,3186,3,2,2,463,209,1970,Bayside City Council,-37.9082,144.9968,Southern Metropolitan,10579,,
Brighton,3/78 William St,2,u," $800,000.00 ",S,Hodges,4/06/2016,11.2,3186,2,1,1,90,74,1960,Bayside City Council,-37.9122,145.0038,Southern Metropolitan,10579,,
Brighton East,12 Meyer Ct,4,h," $1,825,000.00 ",PI,Buxton,4/06/2016,10.7,3187,4,3,2,594,594,1973,Bayside City Council,-37.9029,145.0118,Southern Metropolitan,6938,,
Brighton East,13 Robinson St,5,h," $1,700,000.00 ",VB,Marshall,4/06/2016,10.7,3187,4,2,1,994,274,1935,Bayside City Council,-37.9187,145.0187,Southern Metropolitan,6938,,
Brighton East,109 Thomas St,5,h," $1,400,000.00 ",VB,Buxton,4/06/2016,10.7,3187,4,3,4,824,235,1930,Bayside City Council,-37.9091,145.0245,Southern Metropolitan,6938,,
Brunswick,11/97 Brickworks Dr,2,u," $410,000.00 ",S,Ray,4/06/2016,5.2,3056,2,1,1,0,66,2000,Moreland City Council,-37.7695,144.9528,Northern Metropolitan,11918,,
Brunswick,9/15 De Carle St,1,u," $272,500.00 ",PI,Walshe,4/06/2016,5.2,3056,1,1,1,0,40,1970,Moreland City Council,-37.762,144.9647,Northern Metropolitan,11918,,
Brunswick,2/3 Donald St,3,h," $680,000.00 ",PI,Nelson,4/06/2016,5.2,3056,3,3,1,81,100,2016,Moreland City Council,-37.7575,144.9647,Northern Metropolitan,11918,,
Bulleen,130 Manningham Rd,3,h," $880,000.00 ",PI,Barry,4/06/2016,11.8,3105,3,2,2,514,190,1960,Manningham City Council,-37.7683,145.0959,Eastern Metropolitan,4480,,
Bulleen,6a Tobruk St,3,t," $975,000.00 ",PI,Fletchers,4/06/2016,11.8,3105,3,2,2,632,226,2013,Manningham City Council,-37.7813,145.102,Eastern Metropolitan,4480,,
Burwood,2 Elgar Rd,3,h," $1,300,000.00 ",S,Marshall,4/06/2016,11.7,3125,3,1,1,667,136,1950,Monash City Council,-37.8489,145.1093,Southern Metropolitan,5678,,
Burwood,48 Station St,3,h," $1,160,000.00 ",S,Greg,4/06/2016,11.7,3125,3,1,1,786,111,1950,Monash City Council,-37.8525,145.1198,Southern Metropolitan,5678,,
Carnegie,4/5 Anzac St,2,u," $772,000.00 ",S,hockingstuart,4/06/2016,11.4,3163,2,1,2,0,100,1973,Glen Eira City Council,-37.8863,145.066,Southern Metropolitan,7822,,
Carnegie,42 Margaret St,4,h," $1,506,000.00 ",S,Jellis,4/06/2016,11.4,3163,4,2,2,561,204,1925,Glen Eira City Council,-37.8934,145.0633,Southern Metropolitan,7822,,
Carnegie,5/78 Moonya Rd,3,t," $675,000.00 ",PI,Gary,4/06/2016,11.4,3163,3,2,1,0,107,1990,Glen Eira City Council,-37.8972,145.0642,Southern Metropolitan,7822,,
Carnegie,4/314 Neerim Rd,2,u," $525,000.00 ",SP,hockingstuart,4/06/2016,11.4,3163,2,1,2,0,67,2009,Glen Eira City Council,-37.8893,145.0589,Southern Metropolitan,7822,,
Carnegie,3/9 Poplar Gr,1,u," $290,000.00 ",S,Ray,4/06/2016,11.4,3163,1,1,1,0,50,1960,Glen Eira City Council,-37.8858,145.0632,Southern Metropolitan,7822,,
Chadstone,2/44 Railway Pde S,3,u," $700,000.00 ",S,Bekdon,4/06/2016,13.6,3148,2,2,1,224,94,2006,Monash City Council,-37.8738,145.1054,Southern Metropolitan,3582,,
Clifton Hill,66 Noone St,2,h," $780,000.00 ",S,Harrington,4/06/2016,3.4,3068,2,1,1,155,85,1880,Yarra City Council,-37.7934,144.9922,Northern Metropolitan,2954,,
Coburg,171 Moreland Rd,4,h," $145,000.00 ",PI,Jellis,4/06/2016,7.8,3058,3,1,1,536,164,1910,Darebin City Council,-37.7555,144.9658,Northern Metropolitan,11204,,
Coburg,33 Wellington St,3,h," $860,000.00 ",S,Peter,4/06/2016,7.8,3058,3,1,1,283,109,1915,Darebin City Council,-37.7416,144.9582,Northern Metropolitan,11204,,
Coburg North,27 McMahons Rd,3,h," $864,000.00 ",S,Nelson,4/06/2016,9.2,3058,3,1,2,565,115,1950,Darebin City Council,-37.7283,144.969,Northern Metropolitan,3445,,
Doncaster,8/3 Carnarvon St,3,u," $700,000.00 ",PI,Barry,4/06/2016,13.9,3108,3,2,2,0,119,2007,Manningham City Council,-37.7862,145.1235,Eastern Metropolitan,9028,,
Elwood,8/203 Brighton Rd,2,u," $790,000.00 ",S,Marshall,4/06/2016,7.7,3184,2,1,2,0,85,1940,Port Phillip City Council,-37.8794,144.9938,Southern Metropolitan,8989,,
Essendon,242 Buckley St,3,h," $1,100,000.00 ",VB,Nelson,4/06/2016,8,3040,3,2,1,789,257,1890,Moonee Valley City Council,-37.7558,144.9073,Western Metropolitan,9264,,
Essendon,55 Richardson St,4,h," $1,800,000.00 ",S,Nelson,4/06/2016,8,3040,3,2,2,648,215,1910,Moonee Valley City Council,-37.7493,144.9112,Western Metropolitan,9264,,
Fitzroy North,51 Rae St,2,h," $770,000.00 ",SA,Nicholson,4/06/2016,3.5,3068,2,2,1,134,151,1905,Moreland City Council,-37.7916,144.9784,Northern Metropolitan,6244,,
Keilor East,74 Lincoln Dr,4,h," $845,000.00 ",S,Brad,4/06/2016,12.8,3033,3,1,1,622,126,1965,Brimbank City Council,-37.7425,144.8683,Western Metropolitan,5629,,
Kensington,403/72 Altona St,2,u," $492,500.00 ",S,Pagan,4/06/2016,4.2,3031,2,1,1,0,81,2008,Melbourne City Council,-37.7974,144.9261,Northern Metropolitan,5263,,
Kensington,2/65 Bayswater Rd,2,u," $420,000.00 ",VB,Alexkarbon,4/06/2016,4.2,3031,2,1,1,0,55,1970,Melbourne City Council,-37.794,144.923,Northern Metropolitan,5263,,
Maidstone,21 Pullar St,3,h," $490,000.00 ",SP,Jas,4/06/2016,9.2,3012,3,1,2,306,91,1960,Maribyrnong City Council,-37.7838,144.8724,Western Metropolitan,3873,,
Malvern,35 Dixon St,3,h," $2,050,000.00 ",S,Jellis,4/06/2016,7.4,3144,2,2,1,231,180,1890,Stonnington City Council,-37.8607,145.0373,Southern Metropolitan,4675,,
Malvern,3 Plant St,4,h," $3,460,000.00 ",S,Jellis,4/06/2016,7.4,3144,4,2,2,502,309,2016,Stonnington City Council,-37.8515,145.0324,Southern Metropolitan,4675,,
Malvern East,5 Anfield Ct,4,h," $1,185,000.00 ",S,Marshall,4/06/2016,11.2,3145,3,2,2,797,180,1950,Stonnington City Council,-37.8783,145.0869,Southern Metropolitan,8801,,
Maribyrnong,8/42 Wests Rd,2,t," $355,000.00 ",SP,Biggin,4/06/2016,8.7,3032,2,1,1,0,88,2004,Maribyrnong City Council,-37.7716,144.882,Western Metropolitan,4918,,
Melbourne,2306/265 Exhibition St,2,u," $780,000.00 ",SP,Galldon,4/06/2016,2.8,3000,2,2,1,0,85,1997,Melbourne City Council,-37.8095,144.9691,Northern Metropolitan,17496,,
Middle Park,2/61 Canterbury Rd,2,u," $535,000.00 ",S,hockingstuart,4/06/2016,4.1,3206,2,1,1,760,58,1930,Port Phillip City Council,-37.8474,144.9625,Southern Metropolitan,2019,,
Newport,70 Market St,4,h," $710,000.00 ",S,Greg,4/06/2016,8.4,3015,4,1,2,329,108,1955,Hobsons Bay City Council,-37.847,144.8788,Western Metropolitan,5498,,
Newport,46 River St,4,h," $940,000.00 ",VB,Williams,4/06/2016,8.4,3015,3,2,1,379,172,1930,Hobsons Bay City Council,-37.8408,144.8893,Western Metropolitan,5498,,
Niddrie,4/67 Hoffmans Rd,2,u," $457,000.00 ",S,Brad,4/06/2016,11.2,3042,2,1,1,0,89,1975,Moonee Valley City Council,-37.7467,144.8906,Western Metropolitan,2291,,
Niddrie,3/42 Sapphire St,2,u," $660,000.00 ",S,Barry,4/06/2016,11.2,3042,2,2,1,217,113,2006,Moonee Valley City Council,-37.7465,144.8868,Western Metropolitan,2291,,
North Melbourne,6/49 Haines St,2,u," $528,500.00 ",SP,Woodards,4/06/2016,2.3,3051,2,1,1,0,74,1960,Melbourne City Council,-37.7988,144.9475,Northern Metropolitan,6821,,
Northcote,39 Barry St,3,h," $1,710,000.00 ",PI,Collins,4/06/2016,5.5,3070,3,1,1,247,160,1890,Darebin City Council,-37.7798,144.9952,Northern Metropolitan,11364,,
Northcote,12 Simpson St,6,h," $2,000,000.00 ",SP,Nelson,4/06/2016,5.5,3070,6,2,2,772,257,1992,Darebin City Council,-37.7813,145.0065,Northern Metropolitan,11364,,
Pascoe Vale,24 Alexandra St,3,h," $731,000.00 ",S,Brad,4/06/2016,9.9,3044,3,1,2,568,111,1960,Moreland City Council,-37.7178,144.9422,Northern Metropolitan,7485,,
Port Melbourne,467 Bay St,2,h," $1,000,000.00 ",S,Marshall,4/06/2016,3.8,3207,2,2,0,96,108,1890,Melbourne City Council,-37.8327,144.9474,Southern Metropolitan,8648,,
Port Melbourne,89 Cruikshank St,3,h," $1,470,000.00 ",S,Marshall,4/06/2016,3.8,3207,3,1,0,153,109,1880,Melbourne City Council,-37.8382,144.9469,Southern Metropolitan,8648,,
Port Melbourne,212/50 Dow St,2,u," $725,000.00 ",VB,Cayzer,4/06/2016,3.8,3207,2,2,2,0,87,2010,Melbourne City Council,-37.8431,144.9403,Southern Metropolitan,8648,,
Port Melbourne,2/2 Graham St,2,u," $600,000.00 ",VB,Greg,4/06/2016,3.8,3207,2,1,1,0,74,2005,Melbourne City Council,-37.8424,144.9449,Southern Metropolitan,8648,,
Port Melbourne,164 Liardet St,3,h," $1,342,000.00 ",S,Chisholm,4/06/2016,3.8,3207,3,2,2,173,137,1900,Melbourne City Council,-37.8375,144.941,Southern Metropolitan,8648,,
Port Melbourne,510/166 Rouse St,1,u," $500,000.00 ",S,Greg,4/06/2016,3.8,3207,1,1,1,0,60,2006,Melbourne City Council,-37.8416,144.939,Southern Metropolitan,8648,,
Prahran,506/220 Commercial Rd,3,u," $1,400,000.00 ",S,hockingstuart,4/06/2016,4.5,3181,3,2,2,0,136,1920,Stonnington City Council,-37.847,144.9936,Southern Metropolitan,7717,,
Prahran,76/108 Greville St,3,u," $685,000.00 ",PI,hockingstuart,4/06/2016,4.5,3181,2,2,1,0,92,1996,Stonnington City Council,-37.8496,144.9905,Southern Metropolitan,7717,,
Prahran,203/11 Hillingdon Pl,3,u," $710,000.00 ",S,Edward,4/06/2016,4.5,3181,2,1,1,0,114,1900,Stonnington City Council,-37.8516,144.9943,Southern Metropolitan,7717,,
Preston,191 Tyler St,3,h," $950,000.00 ",SP,Ray,4/06/2016,8.8,3072,3,1,2,563,180,1918,Darebin City Council,-37.7318,145.0192,Northern Metropolitan,14577,,
Reservoir,17 Odowd St,2,h," $535,000.00 ",S,Ray,4/06/2016,11.2,3073,2,1,1,234,92,2014,Darebin City Council,-37.7182,145.0161,Northern Metropolitan,21650,,
Richmond,247 Church St,3,h," $1,010,000.00 ",PI,Jellis,4/06/2016,2.6,3121,3,1,1,199,105,1900,Yarra City Council,-37.8193,144.9993,Northern Metropolitan,14949,,
Richmond,32 Duke St,2,h," $1,025,000.00 ",S,Jellis,4/06/2016,2.6,3121,2,1,1,169,92,1900,Yarra City Council,-37.8235,145.0035,Northern Metropolitan,14949,,
Seddon,38 Lily St,3,h," $1,325,000.00 ",VB,Jas,4/06/2016,6.6,3011,3,3,2,227,211,2015,Maribyrnong City Council,-37.8033,144.8897,Western Metropolitan,2417,,
South Melbourne,144 Cobden St,3,h," $1,405,000.00 ",PI,Greg,4/06/2016,2.1,3205,3,1,1,181,117,1880,Port Phillip City Council,-37.8365,144.9631,Southern Metropolitan,5943,,
South Yarra,10/34 MacFarlan St,2,u," $775,000.00 ",SP,hockingstuart,4/06/2016,3.3,3141,2,1,1,0,103,2000,Melbourne City Council,-37.8394,144.9886,Southern Metropolitan,14887,,
South Yarra,20/30 Mona Pl,2,u," $572,000.00 ",SP,hockingstuart,4/06/2016,3.3,3141,2,1,1,0,73,1960,Melbourne City Council,-37.8368,144.9857,Southern Metropolitan,14887,,
South Yarra,12 Witchwood Cl,3,t," $1,460,000.00 ",PI,hockingstuart,4/06/2016,3.3,3141,2,2,1,181,148,1990,Melbourne City Council,-37.8334,144.9867,Southern Metropolitan,14887,,
Southbank,9/81 Dodds St,3,u," $868,000.00 ",SP,Greg,4/06/2016,1.2,3006,3,2,1,0,114,1995,Melbourne City Council,-37.8267,144.9687,Southern Metropolitan,8400,,
Southbank,293/88 Kavanagh St,2,u," $530,000.00 ",VB,Greg,4/06/2016,1.2,3006,2,1,1,0,84,2003,Melbourne City Council,-37.8246,144.9632,Southern Metropolitan,8400,,
St Kilda,32/10 Acland St,1,u," $380,000.00 ",S,Whiting,4/06/2016,6.1,3182,1,1,1,2879,49,1967,Port Phillip City Council,-37.863,144.9747,Southern Metropolitan,13240,,
St Kilda,7/1 St Kilda Rd,3,u," $616,000.00 ",S,Pride,4/06/2016,6.1,3182,2,2,2,0,115,1995,Port Phillip City Council,-37.8573,144.9825,Southern Metropolitan,13240,,
Sunshine West,87 Nicholson Pde,3,t," $450,000.00 ",SP,Douglas,4/06/2016,13.5,3020,3,3,1,344,178,2004,Brimbank City Council,-37.7967,144.8083,Western Metropolitan,6763,,
Templestowe Lower,65 Glenair St,3,h," $1,101,000.00 ",S,Barry,4/06/2016,13.8,3107,3,2,2,643,135,1965,Manningham City Council,-37.7602,145.1166,Eastern Metropolitan,5420,,
West Melbourne,115 Abbotsford St,3,h," $1,260,000.00 ",S,Alexkarbon,4/06/2016,1.9,3003,2,3,2,506,195,2000,Melbourne City Council,-37.805,144.9448,Northern Metropolitan,2230,,
West Melbourne,10/18 Ireland St,1,u," $460,000.00 ",PI,Nelson,4/06/2016,1.9,3003,1,1,1,0,52,2000,Melbourne City Council,-37.8076,144.9456,Northern Metropolitan,2230,,
West Melbourne,96 Roden St,3,h," $2,370,000.00 ",S,Alexkarbon,4/06/2016,1.9,3003,3,3,2,265,280,1880,Melbourne City Council,-37.8073,144.9481,Northern Metropolitan,2230,,
Williamstown,110 Bayview St,3,h," $1,200,000.00 ",S,RT,4/06/2016,8,3016,3,2,2,315,174,1990,Hobsons Bay City Council,-37.8595,144.8868,Western Metropolitan,6380,,
Yarraville,6 Clarendon St,3,h," $910,000.00 ",S,Village,4/06/2016,7,3013,3,3,2,197,109,2013,Maribyrnong City Council,-37.8197,144.8875,Western Metropolitan,6543,,
Yarraville,3 Cuming St,2,h," $856,000.00 ",S,Greg,4/06/2016,7,3013,2,1,1,261,100,1880,Maribyrnong City Council,-37.8157,144.887,Western Metropolitan,6543,,
Yarraville,40 Freeman St,3,h," $670,000.00 ",VB,Village,4/06/2016,7,3013,3,1,1,477,120,1960,Maribyrnong City Council,-37.8186,144.8736,Western Metropolitan,6543,,
Yarraville,25 Gray St,4,h," $706,000.00 ",S,Jas,4/06/2016,7,3013,2,1,0,165,93,1900,Maribyrnong City Council,-37.819,144.895,Western Metropolitan,6543,,
Yarraville,101 Roberts St,3,h," $1,050,000.00 ",S,hockingstuart,4/06/2016,7,3013,2,2,1,462,132,1960,Maribyrnong City Council,-37.8128,144.8695,Western Metropolitan,6543,,
Brunswick East,55 King St,4,h," $1,550,000.00 ",S,Woodards,4/06/2016,4.5,3057,4,2,2,470,191,1940,Moreland City Council,-37.7735,144.9833,Northern Metropolitan,5533,,
Carlton,8/31 Bouverie St,3,u," $860,000.00 ",PI,Woodards,4/06/2016,1.8,3053,2,2,1,0,109,1994,Melbourne City Council,-37.8052,144.9604,Northern Metropolitan,6786,,
Essendon West,17 Hoffmans Rd,4,h," $1,422,000.00 ",S,Nelson,4/06/2016,9.8,3040,4,2,2,505,335,2013,Moonee Valley City Council,-37.7518,144.8897,Western Metropolitan,588,,
Kingsville,134 Chirnside St,3,h," $1,155,000.00 ",S,Jas,4/06/2016,7.8,3012,2,2,2,269,123,1915,Maribyrnong City Council,-37.8108,144.8819,Western Metropolitan,1808,,
Murrumbeena,3 Churchill Cl,3,t," $1,160,000.00 ",S,hockingstuart,4/06/2016,12.1,3163,3,2,2,302,172,2000,Glen Eira City Council,-37.9043,145.0622,Southern Metropolitan,4442,,
Murrumbeena,9 Stewart St,3,h," $820,000.00 ",PI,Woodards,4/06/2016,12.1,3163,2,1,1,274,107,1925,Glen Eira City Council,-37.8968,145.075,Southern Metropolitan,4442,,
Ormond,9 Queen St,4,h," $1,920,000.00 ",S,Buxton,4/06/2016,11.8,3204,3,1,1,805,808,1925,Glen Eira City Council,-37.9066,145.0354,Southern Metropolitan,3578,,
West Footscray,86 Ashley St,4,h," $850,000.00 ",S,Sweeney,4/06/2016,8.2,3012,4,2,2,497,179,1980,Maribyrnong City Council,-37.7903,144.8639,Western Metropolitan,5058,,
Albion,29 Norwood St,3,h," $593,000.00 ",SP,Sweeney,4/06/2016,13.9,3020,3,2,2,605,102,1965,Brimbank City Council,-37.7792,144.8117,Western Metropolitan,2185,,
Oakleigh,8/105 Atherton Rd,2,h," $305,000.00 ",PI,Ray,4/06/2016,14,3166,2,1,1,0,80,1960,Monash City Council,-37.8994,145.0955,Southern Metropolitan,3224,,
Cremorne,72 Cubitt St,2,h," $1,000,000.00 ",S,hockingstuart,4/06/2016,2.5,3121,2,1,2,176,114,1920,Yarra City Council,-37.8281,144.9923,Northern Metropolitan,1123,,
South Kingsville,42 Watt St,4,h," $930,000.00 ",S,Sweeney,4/06/2016,9.1,3015,5,1,3,669,143,1950,Hobsons Bay City Council,-37.8305,144.8736,Western Metropolitan,984,,
Abbotsford,200 Nicholson St,2,h," $1,012,500.00 ",S,Nelson,28/05/2016,2.5,3067,2,1,0,182,82,1900,Yarra City Council,-37.8021,144.9976,Northern Metropolitan,4019,,
Albert Park,6 Brooke St,2,h," $980,000.00 ",S,Greg,28/05/2016,3.3,3206,2,1,0,79,68,1890,Port Phillip City Council,-37.8387,144.9519,Southern Metropolitan,3280,,
Altona,5/57 Blyth St,3,u," $730,000.00 ",SP,Barlow,28/05/2016,13.8,3018,3,2,1,70,3,2014,Hobsons Bay City Council,-37.868,144.8285,Western Metropolitan,5301,,
Armadale,1/31 Mercer Rd,3,u," $869,000.00 ",S,Jellis,28/05/2016,6.3,3143,2,1,1,0,91,1940,Stonnington City Council,-37.853,145.0264,Southern Metropolitan,4836,,
Ascot Vale,1 Bloomfield Rd,3,h," $1,305,000.00 ",S,Barry,28/05/2016,5.9,3032,2,1,1,278,166,1900,Moonee Valley City Council,-37.7768,144.9223,Western Metropolitan,6567,,
Ashwood,4 Newbury Ct,3,h," $1,200,000.00 ",VB,Buxton,28/05/2016,12.2,3147,3,2,2,839,198,1970,Monash City Council,-37.8614,145.1098,Southern Metropolitan,2894,,
Avondale Heights,43 Skewes St,3,h," $634,000.00 ",S,Nelson,28/05/2016,10.5,3034,4,2,1,582,153,1950,Moonee Valley City Council,-37.7584,144.8568,Western Metropolitan,4502,,
Bentleigh East,3b Manuka St,3,h," $886,000.00 ",S,Ray,28/05/2016,13.9,3165,3,2,1,185,122,2012,Glen Eira City Council,-37.9159,145.0787,Southern Metropolitan,10969,,
Box Hill,837 Canterbury Rd,3,h," $857,000.00 ",S,Fletchers,28/05/2016,13.1,3128,4,1,1,492,119,1930,Whitehorse City Council,-37.8283,145.1195,Eastern Metropolitan,4605,,
Box Hill,2/38 Margaret St,3,t," $822,500.00 ",S,Noel,28/05/2016,13.1,3128,3,2,1,238,130,2000,Whitehorse City Council,-37.8154,145.1355,Eastern Metropolitan,4605,,
Brighton,21 Wolseley Gr,4,h," $2,405,000.00 ",S,RT,28/05/2016,11.2,3186,4,1,2,695,142,1970,Bayside City Council,-37.9262,144.9969,Southern Metropolitan,10579,,
Brighton East,5 Arnot St,3,t," $1,230,000.00 ",S,hockingstuart,28/05/2016,10.7,3187,3,2,2,297,193,1980,Bayside City Council,-37.9124,145.0132,Southern Metropolitan,6938,,
Brighton East,4 Bruce St,4,h," $1,389,000.00 ",S,Buxton,28/05/2016,10.7,3187,4,1,2,656,150,1930,Bayside City Council,-37.9027,145.0225,Southern Metropolitan,6938,,
Brighton East,214 Were St,4,h," $2,310,000.00 ",S,Buxton,28/05/2016,10.7,3187,4,2,2,757,130,1930,Bayside City Council,-37.9266,145.0088,Southern Metropolitan,6938,,
Brunswick,11 Denman St,4,h," $1,410,000.00 ",PI,Jellis,28/05/2016,5.2,3056,4,2,1,460,214,1916,Moreland City Council,-37.7554,144.9544,Northern Metropolitan,11918,,
Brunswick,19 Horne St,3,h," $1,550,000.00 ",S,Nelson,28/05/2016,5.2,3056,3,1,1,346,126,1900,Moreland City Council,-37.7738,144.9695,Northern Metropolitan,11918,,
Brunswick,30 Lobb St,3,h," $740,000.00 ",PI,Nelson,28/05/2016,5.2,3056,3,2,1,4676,122,2010,Moreland City Council,-37.7687,144.9649,Northern Metropolitan,11918,,
Brunswick,2/22 Saxon St,2,u," $592,500.00 ",S,Nelson,28/05/2016,5.2,3056,2,1,2,0,89,2002,Moreland City Council,-37.7706,144.9608,Northern Metropolitan,11918,,
Brunswick,11/6 Sydney Rd,1,u," $370,000.00 ",S,Nelson,28/05/2016,5.2,3056,1,1,1,0,54,1965,Moreland City Council,-37.7775,144.9607,Northern Metropolitan,11918,,
Brunswick,46 Tinning St,2,h," $765,000.00 ",S,Nelson,28/05/2016,5.2,3056,2,1,1,199,120,1880,Moreland City Council,-37.759,144.9597,Northern Metropolitan,11918,,
Brunswick West,53 Heller St,4,h," $1,150,000.00 ",VB,Nelson,28/05/2016,5.9,3055,4,1,2,519,169,1910,Moreland City Council,-37.7747,144.9474,Northern Metropolitan,7082,,
Brunswick West,2/530 Victoria St,2,u," $497,000.00 ",S,Hodges,28/05/2016,5.9,3055,2,1,1,0,84,1977,Moreland City Council,-37.7647,144.9412,Northern Metropolitan,7082,,
Burwood,1/54 McIntyre St,4,u," $800,000.00 ",PI,Lindellas,28/05/2016,11.7,3125,4,2,1,0,150,1950,Monash City Council,-37.8507,145.109,Southern Metropolitan,5678,,
Carnegie,44 Blackwood St,4,h," $1,518,000.00 ",S,hockingstuart,28/05/2016,11.4,3163,3,3,2,454,275,2000,Glen Eira City Council,-37.8869,145.0628,Southern Metropolitan,7822,,
Carnegie,5/33 Gnarwyn Rd,2,u," $632,500.00 ",S,Buxton,28/05/2016,11.4,3163,2,1,1,99,98,1965,Glen Eira City Council,-37.8946,145.0588,Southern Metropolitan,7822,,
Carnegie,6/7 Judd St,2,u," $435,000.00 ",S,Gary,28/05/2016,11.4,3163,2,1,1,0,60,1980,Glen Eira City Council,-37.8986,145.0567,Southern Metropolitan,7822,,
Caulfield North,3/388 Dandenong Rd,2,u," $550,000.00 ",VB,Gary,28/05/2016,8.1,3161,2,1,1,0,67,2011,Glen Eira City Council,-37.8609,145.0126,Southern Metropolitan,6923,,
Caulfield South,245 Booran Rd,4,h," $1,570,000.00 ",S,hockingstuart,28/05/2016,9.3,3162,3,2,2,641,215,1970,Glen Eira City Council,-37.9012,145.035,Southern Metropolitan,5051,,
Caulfield South,364 Kooyong Rd,4,h," $1,916,000.00 ",S,Biggin,28/05/2016,9.3,3162,4,2,2,630,205,1910,Glen Eira City Council,-37.8894,145.0145,Southern Metropolitan,5051,,
Chadstone,2/2 Robert St,3,t," $845,000.00 ",S,Buxton,28/05/2016,13.6,3148,3,2,1,177,111,2012,Monash City Council,-37.8824,145.1042,Southern Metropolitan,3582,,
Coburg,9 Beckley St,3,h," $1,370,000.00 ",S,Nelson,28/05/2016,7.8,3058,3,1,1,563,130,1930,Darebin City Council,-37.7493,144.978,Northern Metropolitan,11204,,
Coburg,265 Bell St,2,h," $700,000.00 ",VB,Nelson,28/05/2016,7.8,3058,2,1,2,381,92,1925,Darebin City Council,-37.74,144.9516,Northern Metropolitan,11204,,
Coburg,2/44 Berry St,3,t," $810,000.00 ",S,Nelson,28/05/2016,7.8,3058,3,2,1,213,131,2010,Darebin City Council,-37.7461,144.9584,Northern Metropolitan,11204,,
Coburg,13 Kaye Ct,4,h," $838,000.00 ",S,Jellis,28/05/2016,7.8,3058,4,1,1,576,147,1960,Darebin City Council,-37.7369,144.9637,Northern Metropolitan,11204,,
Coburg,5 Saunders St,4,h," $1,150,000.00 ",PI,Nelson,28/05/2016,7.8,3058,4,1,2,633,164,1990,Darebin City Council,-37.7531,144.9504,Northern Metropolitan,11204,,
Coburg,6 Younger St,4,h," $931,000.00 ",SP,Brad,28/05/2016,7.8,3058,3,1,1,412,160,1920,Darebin City Council,-37.7432,144.9768,Northern Metropolitan,11204,,
Collingwood,12/120 Cambridge St,2,u," $1,645,000.00 ",S,Nelson,28/05/2016,1.6,3066,4,1,3,0,2,1890,Yarra City Council,-37.8046,144.9858,Northern Metropolitan,4553,,
