Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,Lattitude,Longtitude,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,,Pricelandratio,Landbuildingratio
Surrey Hills,h,1350000,16/04/2016,11.2,4,2,2,293,226,-37.92594,145.03184,9,4095.56314,5309.734513,300000,105263.1579,150000,,4607.508532,1.296460177
Surrey Hills,h,1850000,16/04/2016,11.2,2,1,1,0,72,-37.90335,145.03718,9, ,6736.111111,242500,42543.85965,205555.5556,,#DIV/0!,0
Surrey Hills,h,2050000,16/04/2016,11.2,2,1,1,1646,52,-37.83406,144.97131,9,321.9927096,10192.30769,265000,278947.3684,227777.7778,,1245.443499,31.65384615
Surrey Hills,h,2100000,16/07/2016,11.2,3,2,1,207,144,-37.85682,145.10873,9,4434.782609,6375,306000,88269.23077,233333.3333,,10144.92754,1.4375
Surrey Hills,h,1150000,17/09/2016,11.2,3,2,1,161,149,-37.73566,144.89368,9,4968.944099,5369.127517,266666.6667,97560.97561,127777.7778,,7142.857143,1.080536913
Surrey Hills,u,823000,17/09/2016,11.2,1,1,0,0,29,-37.77154,144.91597,9, ,7655.172414,222000,35806.45161,91444.44444,,#DIV/0!,0
Surrey Hills,u,600000,17/09/2016,11.2,2,1,2,159,140,-37.82073,144.8447,9,3238.993711,3678.571429,257500,80468.75,66666.66667,,3773.584906,1.135714286
Surrey Hills,u,562500,19/11/2016,11.2,1,1,0,197,41,-37.77165,144.97187,9,1472.081218,7073.170732,290000,72500,62500,,2855.329949,4.804878049
Surrey Hills,h,2125000,22/05/2016,11.2,2,1,1,102,70,-37.71122,144.91863,9,3921.568627,5714.285714,200000,35714.28571,236111.1111,,20833.33333,1.457142857
Surrey Hills,h,1650000,22/05/2016,11.2,3,2,1,330,226,-37.72623,144.94521,9,3666.666667,5353.982301,403333.3333,142352.9412,183333.3333,,5000,1.460176991
Surrey Hills,h,1560000,24/09/2016,11.2,2,1,1,0,81,-37.72919,145.00533,9, ,5777.777778,234000,39000,173333.3333,,#DIV/0!,0
Surrey Hills,h,1185000,25/02/2017,11.2,2,1,1,16000,68.5,-37.78466,144.93829,9,21.34375,4985.40146,170750,79418.60465,131666.6667,,74.0625,233.5766423
Surrey Hills,t,865000,25/02/2017,11.2,3,1,1,137,71,-37.87615,145.23192,9,4540.145985,8760.56338,207333.3333,42312.92517,96111.11111,,6313.868613,1.929577465
Surrey Hills,u,899000,25/02/2017,11.2,2,1,1,345,120,-37.89919,145.14856,9,1901.449275,5466.666667,328000,39281.43713,99888.88889,,2605.797101,2.875
Surrey Hills,h,2000000,26/07/2016,11.2,2,1,1,129,88.3,-37.71865,144.95018,9,3953.488372,5775.764439,255000,60000,222222.2222,,15503.87597,1.460928652
Surrey Hills,h,2300000,27/06/2016,11.2,2,1,1,963,86,-37.84212,144.88211,9,604.3613707,6767.44186,291000,93870.96774,255555.5556,,2388.369678,11.19767442
Surrey Hills,h,2180000,27/11/2016,11.2,2,1,1,243,120,-37.71045,145.0018,9,2765.432099,5600,336000,56000,242222.2222,,8971.193416,2.025
Surrey Hills,h,2760000,27/11/2016,11.2,2,1,1,0,61.6,-37.85581,144.99025,9, ,9090.909091,280000,121739.1304,306666.6667,,#DIV/0!,0
Surrey Hills,h,1650000,28/05/2016,11.2,3,2,2,366,183.84,-37.7816,144.88999,9,2568.306011,5113.141862,313333.3333,218604.6512,183333.3333,,4508.196721,1.990861619
Surrey Hills,u,778500,28/05/2016,11.2,4,3,2,234,176,-37.81961,144.88132,9,4880.34188,6488.636364,285500,181269.8413,86500,,3326.923077,1.329545455
Hawthorn East,u,420000,4/03/2017,7.5,3,2,2,243,150,-37.78298,145.17682,9,4065.843621,6586.666667,329333.3333,61366.45963,46666.66667,,1728.395062,1.62
Hawthorn East,t,1220000,4/03/2017,7.5,3,3,2,326,271,-37.74009,144.87787,9,3972.392638,4778.597786,431666.6667,110683.7607,135555.5556,,3742.331288,1.20295203
Hawthorn East,h,1865000,4/03/2017,7.5,3,2,1,317,210,-37.74103,144.8851,9,3627.760252,5476.190476,383333.3333,110576.9231,207222.2222,,5883.280757,1.50952381
Hawthorn East,h,1700000,6/08/2016,7.5,2,1,1,100,105,-37.7249,144.9474,9,5855,5576.190476,292750,68882.35294,188888.8889,,17000,0.952380952
Hawthorn East,h,1450000,7/05/2016,7.5,4,2,2,290,178,-37.77708,144.90914,9,3968.965517,6466.292135,287750,267674.4186,161111.1111,,5000,1.629213483
Hawthorn East,t,1110000,8/10/2016,7.5,4,2,2,270,183,-37.90866,145.07533,9,4185.185185,6174.863388,282500,81884.05797,123333.3333,,4111.111111,1.475409836
Hawthorn East,u,935000,10/12/2016,7.5,3,2,2,122,108,-37.72304,144.92864,9,5540.983607,6259.259259,225333.3333,79529.41176,103888.8889,,7663.934426,1.12962963
Hawthorn East,u,573000,13/08/2016,7.5,4,2,2,628,287,-37.82942,145.16714,9,2945.859873,6445.993031,462500,138059.7015,63666.66667,,912.4203822,2.18815331
Hawthorn East,h,2250000,14/05/2016,7.5,2,1,1,676,61,-37.71176,145.02142,9,687.8698225,7622.95082,232500,38750,250000,,3328.402367,11.08196721
Hawthorn East,u,735000,16/04/2016,7.5,5,3,3,857,285,-37.79773,145.26956,9,1376.896149,4140.350877,236000,51304.34783,81666.66667,,857.6429405,3.007017544
Hawthorn East,h,2100000,17/09/2016,7.5,1,1,1,4425,51,-37.82009,145.0038,9,90.39548023,7843.137255,400000,166666.6667,233333.3333,,474.5762712,86.76470588
Hawthorn East,h,3210000,18/03/2017,7.5,3,2,2,864,208,-37.76402,145.27346,9,1359.953704,5649.038462,391666.6667,51086.95652,356666.6667,,3715.277778,4.153846154
Hawthorn East,u,840000,18/03/2017,7.5,5,3,2,587,350,-37.84489,145.1454,9,3330.494037,5585.714286,391000,145895.5224,93333.33333,,1431.005111,1.677142857
Hawthorn East,h,3500000,18/06/2016,7.5,2,2,2,286,116,-37.71173,144.94035,9,2325.174825,5732.758621,332500,59375,388888.8889,,12237.76224,2.465517241
Hawthorn East,h,1890000,18/06/2016,7.5,4,3,2,692,335,-37.9178,145.0139,9,4046.242775,8358.208955,700000,271844.6602,210000,,2731.213873,2.065671642
Hawthorn East,h,2450000,22/05/2016,7.5,3,2,2,190,134,-37.73026,144.88652,9,4084.210526,5791.044776,258666.6667,74615.38462,272222.2222,,12894.73684,1.417910448
Hawthorn East,h,2500000,22/08/2016,7.5,4,3,2,295,218,-37.8971,145.03477,9,5677.966102,7683.486239,418750,192528.7356,277777.7778,,8474.576271,1.353211009
Hawthorn East,h,1385000,22/08/2016,7.5,3,2,2,344,206,-37.93001,145.01368,9,4127.906977,6893.203883,473333.3333,137864.0777,153888.8889,,4026.162791,1.669902913
Hawthorn East,u,655250,23/04/2016,7.5,4,4,2,713,361,-37.92824,145.02237,9,4628.330996,9141.274238,825000,320388.3495,72805.55556,,919.0042076,1.975069252
Hawthorn East,h,1666000,24/09/2016,7.5,3,2,2,154,132,-37.73346,144.91778,9,5714.285714,6666.666667,293333.3333,107317.0732,185111.1111,,10818.18182,1.166666667
Hawthorn East,u,622000,27/11/2016,7.5,3,1,1,226,136,-37.82865,145.18624,9,3982.300885,6617.647059,300000,58441.55844,69111.11111,,2752.212389,1.661764706
Hawthorn East,h,1650000,27/11/2016,7.5,4,2,3,866,199,-37.83628,145.24784,9,1778.290993,7738.693467,385000,72300.46948,183333.3333,,1905.311778,4.351758794
Hawthorn East,u,371000,28/05/2016,7.5,3,2,2,246,215,-37.76393,144.90839,9,5081.300813,5813.953488,416666.6667,201612.9032,41222.22222,,1508.130081,1.144186047
Hawthorn East,h,1625000,28/05/2016,7.5,5,3,2,392,324,-37.88011,145.23567,9,3011.482143,3643.521605,236100.2,80306.19048,180555.5556,,4145.408163,1.209876543
Hawthorn East,u,701000,28/05/2016,7.5,4,2,2,365,146,-37.72971,144.82654,9,1831.506849,4578.767123,167125,47750,77888.88889,,1920.547945,2.5
Hawthorn East,h,975000,30/07/2016,7.5,3,3,1,310,188,-37.7949,145.1014,9,,,410000,,108333.3333,,3145.16129,1.64893617
Balwyn North,h,1900000,8/04/2017,9.2,4,2,2,796,276,-37.8266,145.072,9,,,786250,,211111.1111,,2386.934673,2.884057971
Balwyn North,u,700000,13/05/2017,9.2,3,2,2,248,167,-37.7923,145.0595,9,,,540000,,77777.77778,,2822.580645,1.48502994
Balwyn North,h,1890000,13/05/2017,9.2,5,4,2,800,490,-37.8147,145.0571,9,,,903000,,210000,,2362.5,1.632653061
Balwyn North,u,800000,20/05/2017,9.2,4,3,2,267,190,-37.87036,145.08471,9,,,380000,,88888.88889,,2996.254682,1.405263158
Balwyn North,h,1725000,29/04/2017,9.2,5,4,2,729,1,-37.806,145.09511,9,,,762400,,191666.6667,,2366.255144,729
Camberwell,h,2216000,8/04/2017,7.8,5,4,4,660,461,-37.789,145.0791,9,,,810000,,246222.2222,,3357.575758,1.431670282
Camberwell,h,2110000,8/04/2017,7.8,5,2,2,833,370,-37.81454,145.06008,9,,,616000,,234444.4444,,2533.013205,2.251351351
Camberwell,h,1900000,13/05/2017,7.8,2,1,2,292,125,-37.8687,144.8197,8,2465.753425,5760,360000,52173.91304,237500,,6506.849315,2.336
Camberwell,h,1620000,13/05/2017,7.8,4,3,1,595,174,-37.7283,145.0072,8,1321.008403,4517.241379,196500,70178.57143,202500,,2722.689076,3.41954023
Camberwell,h,3550000,13/05/2017,7.8,2,1,1,734,65,-37.8433,144.9962,8,701.6348774,7923.076923,257500,156060.6061,443750,,4836.512262,11.29230769
Camberwell,h,1905000,20/05/2017,7.8,1,1,1,0,42,-37.8764,145.0463,8, ,7142.857143,300000,26785.71429,238125,,#DIV/0!,0
Camberwell,u,835000,29/04/2017,7.8,3,2,2,3977,113,-37.747,144.8663,8,163.4397787,5752.212389,216666.6667,50781.25,104375,,209.9572542,35.19469027
Canterbury,h,3115000,8/04/2017,9,2,2,2,55,100,-37.7627,144.9898,8,11818.18182,6500,325000,118181.8182,389375,,56636.36364,0.55
Canterbury,h,8000000,13/05/2017,9,4,2,2,420,255,-37.767,145.119,8,3571.428571,5882.352941,375000,108695.6522,1000000,,19047.61905,1.647058824
Glen Iris,h,1452000,6/05/2017,9.2,3,2,1,291,224,-37.7499,144.8927,8,3436.426117,4464.285714,333333.3333,125000,181500,,4989.690722,1.299107143
Glen Iris,u,721000,8/04/2017,9.2,4,3,2,381,176,-37.8459,145.1041,8,2362.204724,5113.636364,225000,76923.07692,90125,,1892.388451,2.164772727
Glen Iris,h,1800000,8/04/2017,9.2,2,2,1,0,104,-37.8823,145.0729,8, ,7884.615385,410000,73214.28571,225000,,#DIV/0!,0
Glen Iris,t,1253000,8/04/2017,9.2,3,1,1,126,91,-37.7186,145.0166,8,3888.888889,5384.615385,163333.3333,43750,156625,,9944.444444,1.384615385
Glen Iris,h,1950000,13/05/2017,9.2,2,2,1,2955,67,-37.8299,144.9679,8,210.6598985,9291.044776,311250,518750,243750,,659.8984772,44.10447761
Glen Iris,h,1760000,13/05/2017,9.2,2,2,1,0,67,-37.7969,144.9742,8, ,8955.223881,300000,333333.3333,220000,,#DIV/0!,0
Glen Iris,h,1601000,20/05/2017,9.2,3,2,2,632,226,-37.7813,145.102,8,1542.721519,4314.159292,325000,82627.11864,200125,,2533.227848,2.796460177
Glen Iris,t,797000,20/05/2017,9.2,3,3,2,197,109,-37.8197,144.8875,8,4619.28934,8348.623853,303333.3333,130000,99625,,4045.685279,1.80733945
Glen Iris,u,910000,29/04/2017,9.2,4,2,2,505,335,-37.7518,144.8897,8,2815.841584,4244.776119,355500,145102.0408,113750,,1801.980198,1.507462687
Hawthorn,h,1700000,6/05/2017,4.6,4,3,2,326,210,-37.8528,145.1129,8,3251.533742,5047.619048,265000,90598.2906,212500,,5214.723926,1.552380952
Hawthorn,u,535000,8/04/2017,4.6,2,2,1,124,135,-37.8079,144.9977,8,8870.967742,8148.148148,550000,440000,66875,,4314.516129,0.918518519
Hawthorn,u,635000,8/04/2017,4.6,4,2,2,298,231,-37.7308,144.9836,8,3187.919463,4112.554113,237500,103260.8696,79375,,2130.872483,1.29004329
Hawthorn,u,317500,8/04/2017,4.6,2,2,1,76,129,-37.7443,145.0015,8,10131.57895,5968.992248,385000,87500,39687.5,,4177.631579,0.589147287
Hawthorn,u,160000,8/04/2017,4.6,3,2,1,66,118,-37.8181,145.007,8,16666.66667,9322.033898,366666.6667,423076.9231,20000,,2424.242424,0.559322034
Hawthorn,u,360000,8/04/2017,4.6,2,2,1,0,78,-37.8562,144.9844,8, ,7371.794872,287500,94262.29508,45000,,#DIV/0!,0
Hawthorn,h,1800000,13/05/2017,4.6,2,2,1,175,76,-37.8687,144.8268,8,3314.285714,7631.578947,290000,42028.98551,225000,,10285.71429,2.302631579
Hawthorn,u,275000,13/05/2017,4.6,2,2,2,366,150,-37.792,145.1077,8,2459.016393,6000,450000,64748.20144,34375,,751.3661202,2.44
Hawthorn,h,1525000,20/05/2017,4.6,2,2,1,0,78,-37.8025,144.9073,8, ,7320.512821,285500,89218.75,190625,,#DIV/0!,0
Hawthorn,u,560000,22/04/2017,4.6,1,1,1,0,50,-37.8055,144.9961,8, ,9400,470000,188000,70000,,#DIV/0!,0
Hawthorn East,t,1264000,8/04/2017,7.5,3,2,2,360,168,-37.835,144.8814,8,2500,5357.142857,300000,107142.8571,158000,,3511.111111,2.142857143
Hawthorn East,u,440000,8/04/2017,7.5,3,1,2,191,92,-37.7168,144.9329,8,2617.801047,5434.782609,166666.6667,50505.05051,55000,,2303.664921,2.076086957
Hawthorn East,h,3600000,13/05/2017,7.5,2,2,1,579,84,-37.8416,144.9381,8,1373.056995,9464.285714,397500,209210.5263,450000,,6217.61658,6.892857143
Hawthorn East,u,375000,20/05/2017,7.5,1,1,1,0,53,-37.8549,145.0113,8, ,10698.11321,567000,90000,46875,,#DIV/0!,0
Hawthorn East,u,555000,29/04/2017,7.5,4,2,2,592,219,-37.9351,145.0572,8,2487.331081,6723.744292,368125,105935.2518,69375,,937.5,2.703196347
Kew,h,3800000,6/05/2017,5.6,3,2,1,320,133,-37.7415,144.8668,8,2218.75,5338.345865,236666.6667,55468.75,475000,,11875,2.406015038
Kew,t,752000,8/04/2017,5.6,2,2,1,0,91,-37.8198,145.005,8, ,8681.318681,395000,303846.1538,94000,,#DIV/0!,0
Kew,t,690000,8/04/2017,5.6,2,1,1,781,82,-37.8079,144.8684,8,537.7720871,5121.95122,210000,51219.5122,86250,,883.4827145,9.524390244
Kew,h,4515000,13/05/2017,5.6,3,3,2,303,236,-37.742,144.8885,8,2739.273927,3516.949153,276666.6667,74107.14286,564375,,14900.9901,1.283898305
Kew,u,820000,13/05/2017,5.6,2,2,1,118,88,-37.7723,144.9643,8,6355.932203,8522.727273,375000,144230.7692,102500,,6949.152542,1.340909091
Kew,u,643000,20/05/2017,5.6,3,2,2,0,95,-37.8198,145.005,8, ,10947.36842,346666.6667,400000,80375,,#DIV/0!,0
Kew,u,736000,22/04/2017,5.6,3,2,2,0,109,-37.7458,144.9751,8, ,5412.844037,196666.6667,75641.02564,92000,,#DIV/0!,0
Kew East,u,590000,20/05/2017,7.5,4,3,8,865,374,-37.7682,144.8971,8,2196.531792,5080.213904,475000,218390.8046,73750,,682.0809249,2.312834225
Kew East,h,1402000,22/04/2017,7.5,2,1,1,110,91,-37.7282,144.928,8,4636.363636,5604.395604,255000,51515.15152,175250,,12745.45455,1.208791209
Mont Albert,h,2100000,13/05/2017,11.8,2,2,1,0,76,-37.8562,144.9844,8, ,7434.210526,282500,92622.95082,262500,,#DIV/0!,0
Mont Albert,u,442500,20/05/2017,11.8,3,2,3,297,234,-37.7617,145.0117,8,4208.754209,5341.880342,416666.6667,192307.6923,55312.5,,1489.89899,1.269230769
Mont Albert,h,2365000,29/04/2017,11.8,2,2,1,5289,70,-37.8882,145.0666,8,94.53582908,7142.857143,250000,41322.31405,295625,,447.1544715,75.55714286
Surrey Hills,u,825000,13/05/2017,11.2,3,2,1,0,190,-37.8032,144.9842,8, ,6978.947368,442000,828750,103125,,#DIV/0!,0
Surrey Hills,h,1525000,13/05/2017,11.2,3,2,2,118,106,-37.7863,145.106,8,6322.033898,7037.735849,248666.6667,53669.06475,190625,,12923.72881,1.113207547
Surrey Hills,h,2360000,13/05/2017,11.2,2,1,1,141,73,-37.7298,144.8883,8,3652.48227,7054.794521,257500,38148.14815,295000,,16737.58865,1.931506849
Surrey Hills,h,1250000,20/05/2017,11.2,2,2,1,0,74,-37.9042,144.9954,8, ,8378.378378,310000,55357.14286,156250,,#DIV/0!,0
Surrey Hills,h,1600000,20/05/2017,11.2,2,1,1,0,77,-37.7845,145.0105,8, ,7818.181818,301000,103793.1034,200000,,#DIV/0!,0
Surrey Hills,h,2370000,29/04/2017,11.2,1,1,1,0,52,-37.8198,145.005,8, ,9615.384615,500000,192307.6923,296250,,#DIV/0!,0
Ashburton,h,2220000,13/05/2017,11,2,1,1,0,56,-37.8341,144.9713,8, ,8750,245000,233333.3333,277500,,#DIV/0!,0
Balwyn North,h,1275000,1/07/2017,9.7,2,1,1,96,73,-37.7139,145.0198,8,5156.25,6780.821918,247500,44196.42857,159375,,13281.25,1.315068493
Camberwell,u,677000,1/07/2017,7.7,2,2,2,5289,72,-37.8882,145.0666,8,114.3883532,8402.777778,302500,50000,84625,,128.0015126,73.45833333
Camberwell,t,1320000,1/07/2017,7.7,3,2,2,318,160,-37.7744,144.9035,8,3301.886792,6562.5,350000,177966.1017,165000,,4150.943396,1.9875
Canterbury,u,816000,1/07/2017,8.4,3,2,1,198,144,-37.7827,144.8625,8,2924.242424,4020.833333,193000,53611.11111,102000,,4121.212121,1.375
Glen Iris,u,500000,1/07/2017,7.3,4,2,2,0,180,-37.7465,144.91,8, ,6500,292500,146250,62500,,#DIV/0!,0
Hawthorn,u,1000000,1/07/2017,5.3,2,2,1,0,76,-37.8166,145.0036,8, ,8684.210526,330000,253846.1538,125000,,#DIV/0!,0
Hawthorn,h,2900000,1/07/2017,5.3,2,1,1,172,77,-37.7074,144.9086,8,2424.418605,5415.584416,208500,32076.92308,362500,,16860.46512,2.233766234
Hawthorn,u,450000,1/07/2017,5.3,3,2,2,0,134,-37.8689,145.06,8, ,7574.626866,338333.3333,90625,56250,,#DIV/0!,0
Kew East,u,862000,1/07/2017,7.3,3,2,2,217,145,-37.7704,144.9162,8,5207.373272,7793.103448,376666.6667,163768.1159,107750,,3972.35023,1.496551724
Surrey Hills,h,2100000,1/07/2017,10.2,4,2,1,231,146,-37.7263,144.8584,8,2597.402597,4109.589041,150000,41379.31034,262500,,9090.909091,1.582191781
Ashburton,t,1655000,3/06/2017,10.2,3,2,2,112,138,-37.7434,144.881,8,5178.571429,4202.898551,193333.3333,45312.5,206875,,14776.78571,0.811594203
Ashburton,h,2405000,3/06/2017,10.2,2,1,1,0,70,-37.7582,144.94,8, ,5721.428571,200250,67881.35593,300625,,#DIV/0!,0
Camberwell,h,3050000,3/06/2017,7.7,2,1,1,47,35,-37.8014,144.8959,8,6489.361702,8714.285714,152500,47656.25,381250,,64893.61702,1.342857143
Hawthorn,u,690000,3/06/2017,5.3,2,1,1,2571,66,-37.8198,145.005,8,218.2030338,8500,280500,215769.2308,86250,,268.378063,38.95454545
Hawthorn,u,1022000,3/06/2017,5.3,2,1,1,1555,92,-37.8156,144.8943,8,502.8938907,8500,391000,111714.2857,127750,,657.2347267,16.90217391
Hawthorn,h,5510000,3/06/2017,5.3,2,1,1,161,86,-37.7218,144.9188,8,3636.645963,6808.139535,292750,50913.04348,688750,,34223.60248,1.872093023
Hawthorn,h,3335000,3/06/2017,5.3,2,1,1,113,90,-37.7479,145.0153,8,5840.707965,7333.333333,330000,75000,416875,,29513.27434,1.255555556
Hawthorn,u,560000,3/06/2017,5.3,3,3,2,240,240,-37.762,144.8916,8,5416.666667,5416.666667,433333.3333,142857.1429,70000,,2333.333333,1
Hawthorn,h,1790000,3/06/2017,5.3,4,4,2,473,292,-37.9104,144.9999,8,6131.078224,9931.506849,725000,258928.5714,223750,,3784.35518,1.619863014
Hawthorn,u,805000,3/06/2017,5.3,2,2,1,2787,75,-37.7794,144.872,8,145.3175457,5400,202500,44021.73913,100625,,288.8410477,37.16
Hawthorn East,h,2320000,3/06/2017,6.2,2,2,1,0,75,-37.8882,145.0666,8, ,7813.333333,293000,48429.75207,290000,,#DIV/0!,0
Kew,t,942000,3/06/2017,5.4,3,2,2,250,129,-37.7798,144.8156,8,2320,4496.124031,193333.3333,41726.61871,117750,,3768,1.937984496
Kew,u,515000,3/06/2017,5.4,5,1,1,227,152,-37.6979,144.941,8,2841.409692,4243.421053,129000,49615.38462,64375,,2268.722467,1.493421053
Kew,u,672000,3/06/2017,5.4,2,1,1,167,69,-37.7343,144.8824,8,3053.892216,7391.304348,255000,45535.71429,84000,,4023.952096,2.420289855
Kew East,h,2162000,3/06/2017,7.3,2,2,1,0,86,-37.8055,144.9961,8, ,10116.27907,435000,348000,270250,,#DIV/0!,0
Kew East,h,2260000,3/06/2017,7.3,3,2,2,247,127,-37.77976,144.81559,8,2429.149798,4724.409449,200000,57142.85714,282500,,9149.797571,1.94488189
Surrey Hills,u,740000,3/06/2017,10.2,3,2,2,0,139,-37.70903,144.93995,8, ,4510.791367,209000,55982.14286,92500,,#DIV/0!,0
Balwyn,h,2380000,17/06/2017,7.9,4,3,2,332,198,-37.76577,145.10729,8,3042.168675,5101.010101,252500,81451.6129,297500,,7168.674699,1.676767677
Balwyn,h,2100000,17/06/2017,7.9,2,1,1,2379,69,-37.80554,144.99612,8,315.258512,10869.56522,375000,250000,262500,,882.7238335,34.47826087
Balwyn North,t,1557000,17/06/2017,9.7,3,2,1,200,130,-37.91017,145.11488,8,4100,6307.692308,273333.3333,66666.66667,194625,,7785,1.538461538
Glen Iris,h,1650000,17/06/2017,7.3,3,3,2,160,149,-37.96062,145.04296,8,5937.5,6375.838926,316666.6667,53072.6257,206250,,10312.5,1.073825503
Hawthorn,u,762000,17/06/2017,5.3,1,1,0,30,26,-37.80141,144.89587,8,5666.666667,6538.461538,170000,33333.33333,95250,,25400,1.153846154
Hawthorn,h,7650000,17/06/2017,5.3,2,2,1,65,78,-37.76812,144.97414,8,10807.69231,9006.410256,351250,175625,956250,,117692.3077,0.833333333
Hawthorn,u,375000,17/06/2017,5.3,1,1,1,0,57,-37.80348,144.98257,8, ,8596.491228,490000,233333.3333,46875,,#DIV/0!,0
Hawthorn,u,1080000,17/06/2017,5.3,2,2,1,279,104,-37.78799,144.87515,8,2329.749104,6250,325000,101562.5,135000,,3870.967742,2.682692308
Hawthorn East,h,2225000,17/06/2017,6.2,2,2,1,126,138,-37.72357,144.98562,8,5634.920635,5144.927536,355000,59166.66667,278125,,17658.73016,0.913043478
Hawthorn East,h,2855000,17/06/2017,6.2,3,2,2,125,131,-37.80735,144.87361,8,5600,5343.51145,233333.3333,109375,356875,,22840,0.954198473
Surrey Hills,u,807000,17/06/2017,10.2,2,1,1,0,80,-37.71652,144.92268,8, ,6812.5,272500,48660.71429,100875,,#DIV/0!,0
Balwyn North,h,3200000,24/06/2017,9.7,4,3,2,429,262,-37.91582,145.048,8,4079.254079,6679.389313,437500,153508.7719,400000,,7459.207459,1.63740458
Balwyn North,u,682000,24/06/2017,9.7,2,2,1,0,77,-37.84158,144.93809,8, ,9870.12987,380000,217142.8571,85250,,#DIV/0!,0
Hawthorn,t,1236000,24/06/2017,5.3,2,1,1,178,84,-37.81481,144.88013,8,4382.022472,9285.714286,390000,123809.5238,154500,,6943.820225,2.119047619
Hawthorn,h,2010000,24/06/2017,5.3,3,2,2,335,239,-37.91783,145.0816,8,3820.895522,5355.648536,426666.6667,92753.62319,251250,,6000,1.40167364
Hawthorn,h,1682000,24/06/2017,5.3,3,2,1,292,113,-37.74695,144.86625,8,2123.287671,5486.725664,206666.6667,52991.45299,210250,,5760.273973,2.584070796
Balwyn,u,830000,27/05/2017,7.9,2,1,1,,65,-37.707,144.92165,8, ,7384.615385,240000,42857.14286,103750,,#DIV/0!,0
Balwyn North,h,1590000,27/05/2017,9.7,3,2,2,138,137,-37.95656,145.06926,8,5760.869565,5802.919708,265000,44413.40782,198750,,11521.73913,1.00729927
Camberwell,h,1290000,27/05/2017,7.7,3,3,2,797,154,-37.73009,144.93068,8,978.6700125,5064.935065,260000,91764.70588,161250,,1618.569636,5.175324675
Canterbury,h,1930000,27/05/2017,8.4,5,3,2,460,253,-37.73108,144.98351,8,2586.956522,4703.557312,238000,177611.9403,241250,,4195.652174,1.818181818
Canterbury,h,2408000,27/05/2017,8.4,3,2,1,224,193,-37.7556,144.899,8,5133.928571,5958.549223,383333.3333,153333.3333,301000,,10750,1.160621762
Glen Iris,u,762000,27/05/2017,7.3,4,2,2,581,206,-37.9261,145.0506,8,2822.719449,7961.165049,410000,118840.5797,95250,,1311.531842,2.82038835
Hawthorn,h,1702000,27/05/2017,5.3,4,2,2,424,232,-37.74587,144.99245,8,3537.735849,6465.517241,375000,178571.4286,212750,,4014.150943,1.827586207
Hawthorn,h,3399000,27/05/2017,5.3,4,3,4,711,226,-37.73644,144.87941,8,1476.793249,4646.017699,262500,100961.5385,424875,,4780.590717,3.146017699
Hawthorn East,u,500000,27/05/2017,6.2,5,3,2,400,260,-37.91653,145.05705,8,4172.5,6419.230769,333800,120942.029,62500,,1250,1.538461538
Kew,t,825000,27/05/2017,5.4,5,3,2,579,327,-37.90121,145.02462,8,3540.587219,6269.11315,410000,235632.1839,103125,,1424.870466,1.770642202
Kew East,h,2258000,27/05/2017,7.3,3,2,2,345,173,-37.80047,145.21536,8,2318.84058,4624.277457,266666.6667,49689.44099,282250,,6544.927536,1.994219653
Mont Albert,h,1462000,27/05/2017,10.2,4,3,2,212,192,-37.83187,144.87164,8,4858.490566,5364.583333,257500,166129.0323,182750,,6896.226415,1.104166667
Surrey Hills,h,2505000,27/05/2017,10.2,3,2,2,166,134,-37.79498,144.79227,8,3222.891566,3992.537313,178333.3333,50952.38095,313125,,15090.36145,1.23880597
