Suburb,,,Type,Price,,,Distance,,Bedroom,,,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,,Uppercase
Doncaster East,,,h,1198000,,,14.3,,4,,,723,155,1980,Manningham City Council,-37.78612,145.16596,Eastern Metropolitan,10999,41,1656.984786,7729.032258,299500,83776.22378,,DONCASTER EAST
Essendon,,,h,2200000,,,7.5,,5,,,664,242,1930,Moonee Valley City Council,-37.74294,144.915,Western Metropolitan,9264,91,3313.253012,9090.909091,440000,293333.3333,,ESSENDON
Glenroy,,,t,530000,,,11.2,,2,,,202,1,2010,Moreland City Council,-37.70017,144.92648,Northern Metropolitan,8870,11,2623.762376,530000,265000,47321.42857,,GLENROY
Gowanbrae,,,h,790000,,,12.9,,3,,,371,176,2014,Moreland City Council,-37.70212,144.90104,Western Metropolitan,1071,7,2129.380054,4488.636364,263333.3333,61240.31008,,GOWANBRAE
Gowanbrae,,,t,700000,,,12.9,,3,,,256,172,2006,Moreland City Council,-37.70202,144.89983,Western Metropolitan,1071,15,2734.375,4069.767442,233333.3333,54263.56589,,GOWANBRAE
Gowanbrae,,,h,1260000,,,12.9,,4,,,750,286,2002,Moreland City Council,-37.70486,144.9007,Western Metropolitan,1071,19,1680,4405.594406,315000,97674.4186,,GOWANBRAE
Hadfield,,,h,772500,,,11.2,,3,,,543,130,1970,Moreland City Council,-37.71329,144.93702,Northern Metropolitan,2606,51,1422.651934,5942.307692,257500,68973.21429,,HADFIELD
Hampton,,,t,2440000,,,13.8,,3,,,,,1990,Bayside City Council,-37.93982,144.9999,Southern Metropolitan,5454,31, , ,813333.3333,176811.5942,,HAMPTON
Hampton East,,,h,1330000,,,13.8,,4,,,592,116,1950,Bayside City Council,-37.94163,145.03537,Southern Metropolitan,2356,71,2246.621622,11465.51724,332500,96376.81159,,HAMPTON EAST
Heathmont,,,h,1051000,,,21.3,,3,,,828,105,1960,Maroondah City Council,-37.82776,145.239,Eastern Metropolitan,3794,61,1269.323671,10009.52381,350333.3333,49342.723,,HEATHMONT
Highett,,,h,1430000,,,16,,3,,,728,137,1960,Bayside City Council,-37.94938,145.03099,Southern Metropolitan,4794,61,1964.285714,10437.9562,476666.6667,89375,,HIGHETT
Keilor Downs,,,h,670000,,,15.5,,3,,,652,110,1990,Brimbank City Council,-37.72573,144.81719,Western Metropolitan,3656,31,1027.607362,6090.909091,223333.3333,43225.80645,,KEILOR DOWNS
Keilor Downs,,,h,685000,,,15.5,,4,,,,197,1979,Brimbank City Council,-37.72467,144.81171,Western Metropolitan,3656,42, ,3477.15736,171250,44193.54839,,KEILOR DOWNS
Keilor East,,,h,975000,,,11.7,,4,,,564,180,1975,Brimbank City Council,-37.73288,144.87252,Western Metropolitan,5629,46,1728.723404,5416.666667,243750,83333.33333,,KEILOR EAST
Keilor Park,,,h,550000,,,10.4,,5,,,512,,1970,Brimbank City Council,-37.7209,144.85727,Western Metropolitan,1119,51,1074.21875, ,110000,52884.61538,,KEILOR PARK
Kilsyth,,,h,830000,,,26,,2,,,906,91,1950,Maroondah City Council,-37.80065,145.30393,Eastern Metropolitan,4654,71,916.1147903,9120.879121,415000,31923.07692,,KILSYTH
Kings Park,,,h,665000,,,14,,4,,,576,,1976,Brimbank City Council,-37.72942,144.7759,Western Metropolitan,2878,45,1154.513889, ,166250,47500,,KINGS PARK
Kingsville,,,h,1210000,,,6.4,,3,,,,,1910,Maribyrnong City Council,-37.80777,144.88121,Western Metropolitan,1808,111, , ,403333.3333,189062.5,,KINGSVILLE
Kingsville,,,h,1250000,,,6.4,,3,,,275,,1869,Maribyrnong City Council,-37.80626,144.88199,Western Metropolitan,1808,152,4545.454545, ,416666.6667,195312.5,,KINGSVILLE
Maidstone,,,h,895000,,,6.4,,3,,,,116,1960,Maribyrnong City Council,-37.77836,144.88097,Western Metropolitan,3873,61, ,7715.517241,298333.3333,139843.75,,MAIDSTONE
Maidstone,,,h,825000,,,6.4,,3,,,327,463,1960,Maribyrnong City Council,-37.79034,144.87916,Western Metropolitan,3873,61,2522.93578,1781.857451,275000,128906.25,,MAIDSTONE
Maribyrnong,,,h,1250000,,,4.3,,2,,,696,146,1950,Maribyrnong City Council,-37.78045,144.88521,Western Metropolitan,4918,71,1795.977011,8561.643836,625000,290697.6744,,MARIBYRNONG
Maribyrnong,,,t,625000,,,4.3,,3,,,,131,2002,Maribyrnong City Council,-37.77181,144.88152,Western Metropolitan,4918,19, ,4770.992366,208333.3333,145348.8372,,MARIBYRNONG
McKinnon,,,h,1820000,,,11.4,,4,,,655,204,1930,Glen Eira City Council,-37.90898,145.04629,Southern Metropolitan,2397,91,2778.625954,8921.568627,455000,159649.1228,,MCKINNON
Mulgrave,,,h,825000,,,18.8,,3,,,650,122,1970,Monash City Council,-37.9226,145.16512,South-Eastern Metropolitan,7113,51,1269.230769,6762.295082,275000,43882.97872,,MULGRAVE
Murrumbeena,,,h,1590000,,,10.1,,3,,,840,181,1950,Glen Eira City Council,-37.89074,145.07638,Southern Metropolitan,4442,71,1892.857143,8784.530387,530000,157425.7426,,MURRUMBEENA
Niddrie,,,h,1050000,,,10.4,,4,,,711,226,2013,Moonee Valley City Council,-37.73644,144.87941,Western Metropolitan,2291,8,1476.793249,4646.017699,262500,100961.5385,,NIDDRIE
Northcote,,,h,1585000,,,5.3,,3,,,282,136,1925,Darebin City Council,-37.77997,144.99876,Northern Metropolitan,11364,96,5620.567376,11654.41176,528333.3333,299056.6038,,NORTHCOTE
Northcote,,,h,1650000,,,5.3,,4,,,,154,1920,Darebin City Council,-37.76422,144.99864,Northern Metropolitan,11364,101, ,10714.28571,412500,311320.7547,,NORTHCOTE
Northcote,,,h,1315000,,,5.3,,2,,,302,100,1925,Darebin City Council,-37.77396,145.0081,Northern Metropolitan,11364,96,4354.304636,13150,657500,248113.2075,,NORTHCOTE
Northcote,,,h,1100000,,,5.3,,2,,,204,,1910,Darebin City Council,-37.78019,145.00668,Northern Metropolitan,11364,111,5392.156863, ,550000,207547.1698,,NORTHCOTE
Northcote,,,h,2525000,,,5.3,,5,,,,253,1920,Darebin City Council,-37.77186,145.00924,Northern Metropolitan,11364,101, ,9980.237154,505000,476415.0943,,NORTHCOTE
Pascoe Vale,,,t,826000,,,8.5,,3,,,584,118,2017,Moreland City Council,-37.71907,144.93828,Northern Metropolitan,7485,4,1414.383562,7000,275333.3333,97176.47059,,PASCOE VALE
Pascoe Vale,,,h,1015000,,,8.5,,4,,,495,100,2014,Moreland City Council,-37.73425,144.94819,Northern Metropolitan,7485,7,2050.505051,10150,253750,119411.7647,,PASCOE VALE
Prahran,,,h,1312000,,,4.6,,2,,,173,,1890,Stonnington City Council,-37.84906,144.99826,Southern Metropolitan,7717,131,7583.815029, ,656000,285217.3913,,PRAHRAN
Preston,,,t,723000,,,8.4,,2,,,,82,2017,Darebin City Council,-37.7483,145.00175,Northern Metropolitan,14577,4, ,8817.073171,361500,86071.42857,,PRESTON
Preston,,,h,1455000,,,8.4,,5,,,619,253,1930,Darebin City Council,-37.73258,145.01356,Northern Metropolitan,14577,91,2350.565428,5750.988142,291000,173214.2857,,PRESTON
Reservoir,,,h,600000,,,12,,3,,,534,120,1985,Darebin City Council,-37.69241,144.97873,Northern Metropolitan,21650,36,1123.595506,5000,200000,50000,,RESERVOIR
Reservoir,,,h,900000,,,12,,3,,,485,121,1950,Darebin City Council,-37.72486,144.991,Northern Metropolitan,21650,71,1855.670103,7438.016529,300000,75000,,RESERVOIR
Reservoir,,,h,845000,,,12,,4,,,,122,1960,Darebin City Council,-37.72866,145.03345,Northern Metropolitan,21650,61, ,6926.229508,211250,70416.66667,,RESERVOIR
Reservoir,,,h,810000,,,12,,3,,,186,118,2014,Darebin City Council,-37.72156,145.01103,Northern Metropolitan,21650,7,4354.83871,6864.40678,270000,67500,,RESERVOIR
Reservoir,,,h,920000,,,12,,3,,,680,119,1970,Darebin City Council,-37.7052,145.02343,Northern Metropolitan,21650,51,1352.941176,7731.092437,306666.6667,76666.66667,,RESERVOIR
Reservoir,,,h,775000,,,12,,3,,,275,123,1950,Darebin City Council,-37.72311,144.99559,Northern Metropolitan,21650,71,2818.181818,6300.813008,258333.3333,64583.33333,,RESERVOIR
Reservoir,,,t,669000,,,12,,3,,,,97,2011,Darebin City Council,-37.72099,145.00291,Northern Metropolitan,21650,10, ,6896.907216,223000,55750,,RESERVOIR
Reservoir,,,h,890000,,,12,,4,,,,175,1990,Darebin City Council,-37.70854,145.0311,Northern Metropolitan,21650,31, ,5085.714286,222500,74166.66667,,RESERVOIR
Richmond,,,h,1700000,,,2.4,,3,,,169,123,1900,Yarra City Council,-37.83261,144.99895,Northern Metropolitan,14949,121,10059.1716,13821.13821,566666.6667,708333.3333,,RICHMOND
Ringwood,,,h,1246000,,,19.9,,4,,,760,198,1950,Maroondah City Council,-37.81756,145.23526,Eastern Metropolitan,7785,71,1639.473684,6292.929293,311500,62613.06533,,RINGWOOD
Ripponlea,,,h,1380000,,,7.2,,2,,,240,108,1910,Port Phillip City Council,-37.87892,144.9956,Southern Metropolitan,821,111,5750,12777.77778,690000,191666.6667,,RIPPONLEA
Rowville,,,h,956000,,,23.5,,5,,,725,200,1980,Knox City Council,-37.922,145.25426,South-Eastern Metropolitan,11667,41,1318.62069,4780,191200,40680.85106,,ROWVILLE
Seaholme,,,h,1410000,,,11,,3,,,,182,1960,Hobsons Bay City Council,-37.86411,144.84448,Western Metropolitan,852,61, ,7747.252747,470000,128181.8182,,SEAHOLME
Spotswood,,,h,1060000,,,6.2,,4,,,441,108,1950,Hobsons Bay City Council,-37.82715,144.87513,Western Metropolitan,1223,71,2403.628118,9814.814815,265000,170967.7419,,SPOTSWOOD
St Albans,,,t,505000,,,14,,3,,,,140,2013,Brimbank City Council,-37.74515,144.8165,Western Metropolitan,14042,8, ,3607.142857,168333.3333,36071.42857,,ST ALBANS
St Kilda,,,h,1310000,,,5,,3,,,387,121,1900,Port Phillip City Council,-37.86566,144.99104,Southern Metropolitan,13240,121,3385.01292,10826.44628,436666.6667,262000,,ST KILDA
Sunshine,,,h,1155500,,,10.5,,4,,,,180,1940,Brimbank City Council,-37.79024,144.83776,Western Metropolitan,3755,81, ,6419.444444,288875,110047.619,,SUNSHINE
Sunshine West,,,h,753000,,,10.5,,4,,,,140,1960,Brimbank City Council,-37.7876,144.8107,Western Metropolitan,6763,61, ,5378.571429,188250,71714.28571,,SUNSHINE WEST
Sunshine West,,,h,560000,,,10.5,,4,,,393,392,1995,Brimbank City Council,-37.79663,144.79114,Western Metropolitan,6763,26,1424.936387,1428.571429,140000,53333.33333,,SUNSHINE WEST
Sydenham,,,u,395000,,,18,,2,,,,80,2017,Brimbank City Council,-37.69267,144.75748,Western Metropolitan,3640,4, ,4937.5,197500,21944.44444,,SYDENHAM
Sydenham,,,h,601000,,,18,,3,,,,113,1990,Brimbank City Council,-37.69638,144.76271,Western Metropolitan,3640,31, ,5318.584071,200333.3333,33388.88889,,SYDENHAM
Taylors Lakes,,,h,720000,,,15.5,,4,,,641,250,1989,Brimbank City Council,-37.70875,144.78874,Western Metropolitan,5336,32,1123.24493,2880,180000,46451.6129,,TAYLORS LAKES
Templestowe Lower,,,h,900000,,,12.4,,3,,,,124,2001,Manningham City Council,-37.7629,145.10388,Eastern Metropolitan,5420,20, ,7258.064516,300000,72580.64516,,TEMPLESTOWE LOWER
Templestowe Lower,,,h,1330000,,,12.4,,5,,,730,207,1960,Manningham City Council,-37.76786,145.11405,Eastern Metropolitan,5420,61,1821.917808,6425.120773,266000,107258.0645,,TEMPLESTOWE LOWER
Thornbury,,,t,950500,,,7,,3,,,,,2009,Darebin City Council,-37.75693,145.01375,Northern Metropolitan,8870,12, , ,316833.3333,135785.7143,,THORNBURY
Tullamarine,,,h,780000,,,12.9,,4,,,,193,1980,Brimbank City Council,-37.69817,144.8848,Western Metropolitan,3296,41, ,4041.450777,195000,60465.11628,,TULLAMARINE
Wantirna,,,h,975000,,,14.7,,4,,,858,142,1965,Knox City Council,-37.84244,145.22321,Eastern Metropolitan,5424,56,1136.363636,6866.197183,243750,66326.53061,,WANTIRNA
Wantirna,,,h,1188888,,,14.7,,4,,,960,264,1990,Knox City Council,-37.85143,145.23157,Eastern Metropolitan,5424,31,1238.425,4503.363636,297222,80876.73469,,WANTIRNA
Wantirna South,,,h,1500000,,,14.7,,5,,,,,1997,Knox City Council,-37.87464,145.22338,Eastern Metropolitan,7082,24, , ,300000,102040.8163,,WANTIRNA SOUTH
Wantirna South,,,h,1075000,,,14.7,,5,,,922,279,1984,Knox City Council,-37.87004,145.22082,Eastern Metropolitan,7082,37,1165.943601,3853.046595,215000,73129.2517,,WANTIRNA SOUTH
Wheelers Hill,,,h,1100000,,,16.7,,3,,,,190,1994,Monash City Council,-37.91533,145.19444,South-Eastern Metropolitan,7392,27, ,5789.473684,366666.6667,65868.26347,,WHEELERS HILL
Williamstown,,,h,1115000,,,6.8,,2,,,380,108,1935,Hobsons Bay City Council,-37.85206,144.89318,Western Metropolitan,6380,86,2934.210526,10324.07407,557500,163970.5882,,WILLIAMSTOWN
Williamstown,,,h,870000,,,6.8,,3,,,184,108,1900,Hobsons Bay City Council,-37.85232,144.89008,Western Metropolitan,6380,121,4728.26087,8055.555556,290000,127941.1765,,WILLIAMSTOWN
Williamstown,,,h,2400000,,,6.8,,3,,,247,,1889,Hobsons Bay City Council,-37.86326,144.90427,Western Metropolitan,6380,132,9716.59919, ,800000,352941.1765,,WILLIAMSTOWN
Yarraville,,,h,870000,,,6.3,,2,,,231,86,1900,Maribyrnong City Council,-37.81432,144.88685,Western Metropolitan,6543,121,3766.233766,10116.27907,435000,138095.2381,,YARRAVILLE
Airport West,,,h,1025000,,,10.4,,5,,,764,251,1980,Moonee Valley City Council,-37.72282,144.88373,Western Metropolitan,3464,41,1341.623037,4083.665339,205000,98557.69231,,AIRPORT WEST
Kilsyth,,,h,650000,,,26,,3,,,623,110,1950,Maroondah City Council,-37.80416,145.30734,Eastern Metropolitan,4654,71,1043.338684,5909.090909,216666.6667,25000,,KILSYTH
Knoxfield,,,h,935000,,,23.3,,5,,,528,261,1992,Knox City Council,-37.87515,145.25241,Eastern Metropolitan,2949,29,1770.833333,3582.375479,187000,40128.75536,,KNOXFIELD
Wantirna,,,h,975000,,,14.7,,4,,,642,152,1980,Knox City Council,-37.85474,145.24076,Eastern Metropolitan,5424,41,1518.691589,6414.473684,243750,66326.53061,,WANTIRNA
Ardeer,,,h,630000,,,12.8,,3,,,,118,1954,Brimbank City Council,-37.7807,144.80031,Western Metropolitan,1281,67, ,5338.983051,210000,49218.75,,ARDEER
Avondale Heights,,,h,730000,,,9.5,,3,,,409,132,1975,Moonee Valley City Council,-37.76406,144.86071,Western Metropolitan,4502,46,1784.841076,5530.30303,243333.3333,76842.10526,,AVONDALE HEIGHTS
Blackburn South,,,h,1225000,,,13.4,,5,,,554,,1970,Whitehorse City Council,-37.84417,145.14483,Eastern Metropolitan,4387,51,2211.191336, ,245000,91417.91045,,BLACKBURN SOUTH
Croydon,,,h,1060000,,,23,,4,,,540,257,2010,Maroondah City Council,-37.77749,145.29973,Eastern Metropolitan,11925,11,1962.962963,4124.513619,265000,46086.95652,,CROYDON
Croydon,,,h,845000,,,23,,3,,,969,,1970,Maroondah City Council,-37.77499,145.2999,Eastern Metropolitan,11925,51,872.0330237, ,281666.6667,36739.13043,,CROYDON
Forest Hill,,,h,1120000,,,15.4,,4,,,497,18,1970,Whitehorse City Council,-37.83742,145.17068,Eastern Metropolitan,4385,51,2253.521127,62222.22222,280000,72727.27273,,FOREST HILL
Glenroy,,,h,685000,,,11.2,,2,,,362,97,1950,Moreland City Council,-37.71121,144.92259,Northern Metropolitan,8870,71,1892.265193,7061.85567,342500,61160.71429,,GLENROY
Glenroy,,,h,645000,,,11.2,,3,,,,340,2012,Moreland City Council,-37.69578,144.92386,Northern Metropolitan,8870,9, ,1897.058824,215000,57589.28571,,GLENROY
Heathmont,,,h,1175000,,,21.3,,4,,,723,148,1950,Maroondah City Council,-37.83206,145.24175,Eastern Metropolitan,3794,71,1625.172891,7939.189189,293750,55164.31925,,HEATHMONT
Highett,,,h,1410000,,,16,,3,,,633,172,1940,Bayside City Council,-37.95049,145.03915,Southern Metropolitan,4794,81,2227.488152,8197.674419,470000,88125,,HIGHETT
Newport,,,h,340000,,,6.2,,1,,,,45,1975,Hobsons Bay City Council,-37.84772,144.87201,Western Metropolitan,5498,46, ,7555.555556,340000,54838.70968,,NEWPORT
Oakleigh,,,h,1455000,,,12.3,,4,,,550,209,1920,Monash City Council,-37.90191,145.09857,Southern Metropolitan,3224,101,2645.454545,6961.722488,363750,118292.6829,,OAKLEIGH
Rowville,,,h,930000,,,23.5,,4,,,664,220,1985,Knox City Council,-37.9302,145.24241,South-Eastern Metropolitan,11667,36,1400.60241,4227.272727,232500,39574.46809,,ROWVILLE
Seddon,,,h,807500,,,5.1,,2,,,328,77,2016,Maribyrnong City Council,-37.80421,144.88637,Western Metropolitan,2417,5,2461.890244,10487.01299,403750,158333.3333,,SEDDON
Yarraville,,,h,755000,,,6.3,,2,,,303,82,1950,Maribyrnong City Council,-37.82183,144.89488,Western Metropolitan,6543,71,2491.749175,9207.317073,377500,119841.2698,,YARRAVILLE
Aberfeldie,,,h,1710000,,,7.5,,4,,,,161,1950,Moonee Valley City Council,-37.75952,144.89932,Western Metropolitan,1543,71, ,10621.11801,427500,228000,,ABERFELDIE
Albion,,,h,812000,,,10.5,,3,,,,129,1970,Brimbank City Council,-37.77843,144.81476,Western Metropolitan,2185,51, ,6294.573643,270666.6667,77333.33333,,ALBION
Altona,,,h,970000,,,11,,3,,,534,145,1988,Hobsons Bay City Council,-37.87106,144.80523,Western Metropolitan,5301,33,1816.479401,6689.655172,323333.3333,88181.81818,,ALTONA
Altona Meadows,,,h,808000,,,15.5,,3,,,,149,1985,Hobsons Bay City Council,-37.87974,144.79002,Western Metropolitan,7630,36, ,5422.818792,269333.3333,52129.03226,,ALTONA MEADOWS
Altona Meadows,,,h,545000,,,15.5,,2,,,,,2000,Hobsons Bay City Council,-37.88447,144.78309,Western Metropolitan,7630,21, , ,272500,35161.29032,,ALTONA MEADOWS
Beaumaris,,,h,1291000,,,17.3,,3,,,567,,1947,Bayside City Council,-37.97962,145.04993,Southern Metropolitan,5366,74,2276.895944, ,430333.3333,74624.27746,,BEAUMARIS
Bentleigh East,,,h,700000,,,13.8,,2,,,640,89,1948,Glen Eira City Council,-37.92345,145.0659,Southern Metropolitan,10969,73,1093.75,7865.168539,350000,50724.63768,,BENTLEIGH EAST
Bentleigh East,,,h,1751000,,,13.8,,4,,,591,180,1970,Glen Eira City Council,-37.91089,145.0581,Southern Metropolitan,10969,51,2962.774958,9727.777778,437750,126884.058,,BENTLEIGH EAST
Bentleigh East,,,h,1200000,,,13.8,,3,,,,126,1940,Glen Eira City Council,-37.91328,145.05445,Southern Metropolitan,10969,81, ,9523.809524,400000,86956.52174,,BENTLEIGH EAST
Blackburn South,,,h,1030000,,,13.4,,3,,,345,125,2000,Whitehorse City Council,-37.83353,145.15852,Eastern Metropolitan,4387,21,2985.507246,8240,343333.3333,76865.67164,,BLACKBURN SOUTH
Boronia,,,h,946500,,,25,,4,,,,,1960,Knox City Council,-37.84886,145.30042,Eastern Metropolitan,9704,61, , ,236625,37860,,BORONIA
Boronia,,,h,780000,,,25,,4,,,854,,1970,Knox City Council,-37.85596,145.27129,Eastern Metropolitan,9704,51,913.3489461, ,195000,31200,,BORONIA
Brunswick,,,u,315000,,,5.2,,1,,,,,1987,Moreland City Council,-37.76081,144.96803,Northern Metropolitan,11918,34, , ,315000,60576.92308,,BRUNSWICK
Brunswick,,,h,1005000,,,5.2,,2,,,140,68,1890,Moreland City Council,-37.75908,144.96959,Northern Metropolitan,11918,131,7178.571429,14779.41176,502500,193269.2308,,BRUNSWICK
Brunswick East,,,h,1190000,,,4,,2,,,160,89,1900,Moreland City Council,-37.77739,144.97361,Northern Metropolitan,5533,121,7437.5,13370.78652,595000,297500,,BRUNSWICK EAST
Brunswick East,,,h,765000,,,4,,2,,,,84,1900,Moreland City Council,-37.76935,144.97318,Northern Metropolitan,5533,121, ,9107.142857,382500,191250,,BRUNSWICK EAST
Brunswick East,,,h,965000,,,4,,4,,,,151,1996,Moreland City Council,-37.76004,144.98028,Northern Metropolitan,5533,25, ,6390.728477,241250,241250,,BRUNSWICK EAST
Brunswick West,,,h,1250000,,,5.2,,3,,,365,123,1920,Moreland City Council,-37.76259,144.94935,Northern Metropolitan,7082,101,3424.657534,10162.60163,416666.6667,240384.6154,,BRUNSWICK WEST
Burwood East,,,h,1020000,,,14.7,,3,,,547,,1960,Whitehorse City Council,-37.8506,145.16325,Eastern Metropolitan,4048,61,1864.716636, ,340000,69387.7551,,BURWOOD EAST
Carnegie,,,u,780000,,,10.1,,4,,,,147,2013,Glen Eira City Council,-37.88605,145.06634,Southern Metropolitan,7822,8, ,5306.122449,195000,77227.72277,,CARNEGIE
Coburg North,,,h,940000,,,6.7,,3,,,653,115,1970,Darebin City Council,-37.72385,144.98324,Northern Metropolitan,3445,51,1439.509954,8173.913043,313333.3333,140298.5075,,COBURG NORTH
Cremorne,,,h,1260000,,,2.4,,2,,,,92,1910,Yarra City Council,-37.8281,144.99041,Northern Metropolitan,1123,111, ,13695.65217,630000,525000,,CREMORNE
Doncaster,,,t,885000,,,12.4,,3,,,152,127,2017,Manningham City Council,-37.77488,145.12952,Eastern Metropolitan,9028,4,5822.368421,6968.503937,295000,71370.96774,,DONCASTER
Essendon,,,h,1715000,,,7.5,,3,,,580,160,1950,Moonee Valley City Council,-37.74439,144.923,Western Metropolitan,9264,71,2956.896552,10718.75,571666.6667,228666.6667,,ESSENDON
Essendon,,,h,1067500,,,7.5,,4,,,,158,2009,Moonee Valley City Council,-37.74659,144.92444,Western Metropolitan,9264,12, ,6756.329114,266875,142333.3333,,ESSENDON
Kealba,,,h,610000,,,14,,4,,,568,210,1974,Brimbank City Council,-37.73027,144.81655,Western Metropolitan,1202,47,1073.943662,2904.761905,152500,43571.42857,,KEALBA
Keilor Downs,,,h,665000,,,15.5,,4,,,695,243,1984,Brimbank City Council,-37.71482,144.80286,Western Metropolitan,3656,37,956.8345324,2736.625514,166250,42903.22581,,KEILOR DOWNS
Kensington,,,h,1115000,,,3.4,,3,,,204,112,1890,Melbourne City Council,-37.79547,144.92802,Northern Metropolitan,5263,131,5465.686275,9955.357143,371666.6667,327941.1765,,KENSINGTON
Kensington,,,h,855000,,,3.4,,2,,,110,79,1910,Melbourne City Council,-37.79372,144.92846,Northern Metropolitan,5263,111,7772.727273,10822.78481,427500,251470.5882,,KENSINGTON
Kingsville,,,h,1020000,,,6.4,,3,,,276,128,1910,Maribyrnong City Council,-37.80629,144.88062,Western Metropolitan,1808,111,3695.652174,7968.75,340000,159375,,KINGSVILLE
Maribyrnong,,,t,765000,,,4.3,,3,,,225,141,1995,Maribyrnong City Council,-37.7701,144.8791,Western Metropolitan,4918,26,3400,5425.531915,255000,177906.9767,,MARIBYRNONG
