Suburb,Type,Price,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Price/km
Brunswick,h,1150000,16, ,9836.065574,300000,157894.7368,71875,158
Brunswick,h,1035500,16,47,10404.0404,515000,271052.6316,64718.75,271
Brunswick,h,984000,16, ,8697.916667,417500,185555.5556,61500,186
Brunswick East,h,1500000,16,43,7151.162791,307500,256250,93750,256
Brunswick East,h,2300000,16,152, ,280500,280500,143750,281
Brunswick West,h,720000,16,9491,6327.160494,341666.6667,512500,45000,513
Brunswick West,h,1290000,16,15517,11739.13043,675000,1038461.538,80625,1038
Brunswick West,h,1211000,16, ,9797.979798,323333.3333,70289.85507,75687.5,70
Brunswick West,t,950000,16,1642,4833.333333,362500,93548.3871,59375,94
Bulleen,h,950000,16,2336,8620.689655,250000,60975.60976,59375,61
Bulleen,h,1292000,16, ,8536.585366,350000,70000,80750,70
Burwood,h,1725000,16,3834,5605.381166,312500,123762.3762,107812.5,124
Carnegie,h,1630000,16,2960,5360.36036,297500,53125,101875,53
Caulfield South,h,1605000,16,5146,6663.157895,316500,31809.04523,100312.5,32
Chadstone,t,765000,16, , ,285000,139024.3902,47812.5,139
Cheltenham,t,880000,16,284,5030.487805,275000,191860.4651,55000,192
Cheltenham,t,790000,16, ,9123.287671,333000,246666.6667,49375,247
Clifton Hill,h,1369000,16,3832,5719.69697,251666.6667,40159.57447,85562.5,40
Coburg,h,1300000,16, , ,295333.3333,173725.4902,81250,174
Coburg,t,1082000,16,2297,3579.295154,162500,61904.7619,67625,62
Coburg,h,1035000,16,3369,6356.521739,365500,58951.6129,64687.5,59
Coburg,h,810000,16,4000,4062.5,260000,75000,50625,75
Coburg North,h,745000,16,1551,9070.652174,417250,115902.7778,46562.5,116
Croydon Hills,h,1010000,16,899,8937.5,357500,99305.55556,63125,99
Derrimut,h,695000,16,1406, ,161666.6667,26944.44444,43437.5,27
Doncaster,h,890000,16,2515,5810.606061,255666.6667,69727.27273,55625,70
Doncaster,h,1350000,16,3650,5761.641673,243333.3333,117741.9355,84375,118
Doncaster East,h,1250000,16,1735,6015.037594,266666.6667,40201.00503,78125,40
Donvale,h,1898000,16,8010,7787.037037,420500,247352.9412,118625,247
Essendon,h,2125000,16, ,7081.339713,370000,142307.6923,132812.5,142
Essendon,u,502000,16, ,5214.814815,234666.6667,105074.6269,31375,105
Essendon North,h,710000,16, ,5675.675676,210000,27391.30435,44375,27
Essendon West,t,800000,16, ,5211.267606,277500,326470.5882,50000,326
Essendon West,h,1365000,16,2938,6052,302600,52779.06977,85312.5,53
Fairfield,h,1275000,16,237,158750,158750,49224.8062,79687.5,49
Ferntree Gully,t,636000,16, , ,493333.3333,616666.6667,39750,617
Fitzroy North,h,1362500,16, , ,352500,227419.3548,85156.25,227
Flemington,h,850000,16, , ,310000,55688.62275,53125,56
Footscray,h,945000,16, ,6912.621359,237333.3333,111250,59062.5,111
Footscray,h,931000,16,1576, ,245000,158064.5161,58187.5,158
Gardenvale,h,883000,16, ,7058.823529,300000,171428.5714,55187.5,171
Glen Waverley,h,1330000,16,3239,4665.07177,243750,145522.3881,83125,146
Glen Waverley,h,1280000,16, , ,250666.6667,62666.66667,80000,63
Glen Waverley,h,1250000,16,4007, ,396666.6667,175000,78125,175
Glen Waverley,h,1000000,16, ,6647.058824,282500,282500,62500,283
Glenroy,h,629000,16,3102,6327.81457,477750,119437.5,39312.5,119
Hadfield,h,750000,16, ,7168.067227,284333.3333,60070.42254,46875,60
Hampton,h,2440000,16,2217,3703.703704,225000,69767.44186,152500,70
Hampton,h,1615000,16,5408,12730.76923,551666.6667,190229.8851,100937.5,190
Highett,t,870000,16, ,11111.11111,833333.3333,925925.9259,54375,926
Highett,h,1280000,16,3495,5665.322581,234166.6667,73947.36842,80000,74
Highett,h,1650000,16, ,6877.022654,425000,153985.5072,103125,154
Hillside,h,605000,16, ,3568.965517,207000,41959.45946,37812.5,42
Hillside,h,765000,16, ,6023.166023,390000,90697.67442,47812.5,91
Hillside,h,950000,16,7779,10038.98635,1030000,490476.1905,59375,490
Hillside,h,840000,16, ,7155.172414,830000,322330.0971,52500,322
Keilor East,h,800000,16,1734,4979.338843,241000,81972.78912,50000,82
Keilor Lodge,h,653000,16, ,4795.321637,273333.3333,70085.47009,40812.5,70
Kensington,h,1394000,16,1629,7171.314741,450000,104046.2428,87125,104
Kensington,h,1640000,16,5127,6750,202500,95294.11765,102500,95
Malvern East,h,2200000,16,4479,7166.666667,286666.6667,102380.9524,137500,102
Malvern East,h,3680000,16,4623,6820.987654,368333.3333,212500,230000,213
Malvern East,h,2200000,16,602,8062.015504,346666.6667,288888.8889,137500,289
Malvern East,h,2425000,16,10000, ,760000,422222.2222,151562.5,422
Malvern East,h,1040000,16,4178,5772.727273,317500,75595.2381,65000,76
Mount Waverley,h,1450000,15,3474,5826.771654,370000,88095.2381,96666.66667,88
Murrumbeena,t,1325000,15,555,7179.487179,466666.6667,166666.6667,88333.33333,167
Newport,h,1085000,15, ,10000,550000,289473.6842,72333.33333,289
Newport,h,895000,15,3558, ,325000,177272.7273,59666.66667,177
Newport,h,1150000,15,4039,5125,273333.3333,94252.87356,76666.66667,94
Newport,h,1237500,15, , ,1208333.333,575396.8254,82500,575
Niddrie,h,920000,15,1514,3991.935484,165000,45833.33333,61333.33333,46
Niddrie,h,1135000,15,3125,7446.808511,350000,51470.58824,75666.66667,51
Northcote,h,1050000,15,3041,5840.707965,330000,58928.57143,70000,59
Northcote,h,1266000,15, ,8333.333333,500000,131578.9474,84400,132
Northcote,h,1930000,15,2945,4056.603774,143333.3333,43434.34343,128666.6667,43
Northcote,h,1950000,15, ,7616.27907,327500,172368.4211,130000,172
Nunawading,t,900000,15, ,8010.204082,392500,128688.5246,60000,129
Oakleigh,h,1580000,15,1089,4019.607843,205000,97619.04762,105333.3333,98
Pascoe Vale,h,1300000,15,2115,4296.875,183333.3333,49107.14286,86666.66667,49
Pascoe Vale,h,860000,15,8313, ,299250,101440.678,57333.33333,101
Port Melbourne,h,1150000,15,3395,4902.439024,251250,72302.15827,76666.66667,72
Port Melbourne,h,1735000,15, ,7698.412698,242500,57738.09524,115666.6667,58
Prahran,h,2500000,15,5000,6363.636364,326666.6667,153125,166666.6667,153
Preston,h,1570000,15,1419,4659.090909,273333.3333,94252.87356,104666.6667,94
Preston,h,1495000,15,3614,6444.444444,386666.6667,83453.23741,99666.66667,83
Preston,h,950000,15,14815,8988.764045,400000,421052.6316,63333.33333,421
Preston,h,1300000,15,2841,5041.210682,424722,122222.1583,86666.66667,122
Reservoir,h,1285000,15,3823,6222.222222,373333.3333,143589.7436,85666.66667,144
Richmond,h,1185000,15, ,8474.576271,500000,58823.52941,79000,59
Richmond,h,1777500,15, ,9436.619718,335000,176315.7895,118500,176
Richmond,h,1930000,15,535, ,225000,73770.4918,128666.6667,74
Ringwood,t,845000,15, ,11169.49153,659000,235357.1429,56333.33333,235
Ringwood East,h,830000,15,4636,5520.231214,318333.3333,136428.5714,55333.33333,136
Rowville,h,920000,15,2018, ,300000,109756.0976,61333.33333,110
Sandringham,t,1450000,15, ,7619.047619,320000,278260.8696,96666.66667,278
Scoresby,h,1358000,15,3614,6804.6875,580666.6667,223333.3333,90533.33333,223
South Melbourne,h,1750000,15,3280,5475.206612,220833.3333,76149.42529,116666.6667,76
South Melbourne,h,1720000,15, ,8245.614035,235000,204347.8261,114666.6667,204
South Melbourne,h,1840000,15,1425,2470,370500,74848.48485,122666.6667,75
South Yarra,h,1720000,15,1465,3487.704918,212750,75982.14286,114666.6667,76
Spotswood,h,895000,15,260,4639.63964,257500,74637.68116,59666.66667,75
St Albans,h,641000,15,4701,8009.259259,288333.3333,157272.7273,42733.33333,157
St Albans,t,520000,15,938,2238.80597,150000,54347.82609,34666.66667,54
St Albans,h,635000,15, ,7203.389831,212500,101190.4762,42333.33333,101
St Kilda,h,920000,15,2995, ,206666.6667,55357.14286,61333.33333,55
Strathmore,h,1480000,15,4641,9978.540773,465000,314189.1892,98666.66667,314
Sunshine,h,950000,15,274, ,580250,414464.2857,63333.33333,414
Sunshine North,h,700000,15,5422,7142.857143,600000,225000,46666.66667,225
Sunshine North,h,503000,15,1078,8421.052632,373333.3333,183606.5574,33533.33333,184
Sunshine North,h,890000,15,209,7267.857143,305250,100081.9672,59333.33333,100
Sydenham,h,683000,15,1551,3238.993711,128750,38148.14815,45533.33333,38
Templestowe Lower,h,1030000,15, ,6304.347826,362500,55769.23077,68666.66667,56
Templestowe Lower,h,1350000,15,6557,6282.722513,300000,150000,90000,150
Thornbury,t,1400000,15,3901, ,434333.3333,100230.7692,93333.33333,100
Thornbury,h,1105000,15,2862, ,276666.6667,59712.23022,73666.66667,60
Thornbury,h,1200000,15,181,4755.244755,170000,87179.48718,80000,87
Thornbury,h,1605500,15,3622,5238.672348,335000,103076.9231,107033.3333,103
Thornbury,h,1000000,15, ,7533.333333,226000,161428.5714,66666.66667,161
Vermont South,h,1170000,15,3787,6846.153846,296666.6667,72950.81967,78000,73
West Footscray,h,832000,15,1360,2267.44186,292500,112500,55466.66667,113
West Footscray,h,900000,15,1847, ,442000,828750,60000,829
Wheelers Hill,h,1400000,15,7857, ,715000,210294.1176,93333.33333,210
Williamstown,h,2020000,15,3961,6250,281250,78671.32867,134666.6667,79
Williamstown,h,940000,15,1485, ,151000,43142.85714,62666.66667,43
Williamstown,h,1400000,15,2676,2676.470588,455000,113750,93333.33333,114
Williamstown North,h,830000,15,6667, ,240000,27906.97674,55333.33333,28
Yarraville,h,888000,15,2966,6076.388889,291666.6667,71138.21138,59200,71
Yarraville,t,705000,15,4292,5722.222222,343333.3333,64375,47000,64
Yarraville,h,1020000,15,265,10946.66667,410500,130317.4603,68000,130
Airport West,h,975000,15,2394, ,325000,97014.92537,65000,97
Airport West,t,891000,15, , ,291666.6667,61619.71831,59400,62
Alphington,h,2420000,15,4386,7500,345000,72887.32394,161333.3333,73
Altona North,h,700000,15, ,4833.333333,241666.6667,60416.66667,46666.66667,60
Ardeer,h,624000,15, ,4125.412541,312500,104166.6667,41600,104
Ascot Vale,h,1050000,15,41,7688.311688,296000,246666.6667,70000,247
Beaumaris,t,1820000,15, ,32173.91304,246666.6667,115625,121333.3333,116
Beaumaris,h,1645000,15, , ,245000,48514.85149,109666.6667,49
Beaumaris,h,1674000,15, ,7965.517241,385000,217924.5283,111600,218
Beaumaris,h,1880000,15, ,4857.142857,226666.6667,56666.66667,125333.3333,57
Bentleigh,t,1350000,15,2813, ,300000,120000,90000,120
Bentleigh,h,1300000,15,3014,6478.1491,630000,336000,86666.66667,336
Bentleigh East,t,1282000,15, ,6587.301587,415000,103750,85466.66667,104
Bentleigh East,h,1180000,15, ,5502.392344,383333.3333,267441.8605,78666.66667,267
Bentleigh East,h,1669000,15,2095,6643.835616,485000,144776.1194,111266.6667,145
Bentleigh East,h,1146000,15, ,4478.417266,415000,289534.8837,76400,290
Black Rock,h,1980000,15, ,5494.505495,333333.3333,232558.1395,132000,233
Blackburn South,h,1400000,15, ,22307.69231,145000,55238.09524,93333.33333,55
Box Hill,h,2128888,15, ,7211.711712,400250,158514.8515,141925.8667,159
Braybrook,h,801500,15,2734,4069.767442,233333.3333,54263.56589,53433.33333,54
Brighton,h,1925000,15,1000,2566.037736,170000,37777.77778,128333.3333,38
Brighton,h,1826000,15,452,9027.777778,325000,406250,121733.3333,406
Brighton,h,1250000,15,2439,4811.827957,223750,144354.8387,83333.33333,144
Brighton,h,2300000,15,2546,6326.923077,411250,95086.7052,153333.3333,95
Bulleen,h,1310000,14, ,4537.037037,245000,87500,93571.42857,88
Burwood,h,1461000,14, ,5000,265000,47321.42857,104357.1429,47
Burwood,h,1388000,14,4685,7603.864734,524666.6667,349777.7778,99142.85714,350
Burwood East,h,1290000,14,2815,5106.19469,192333.3333,41811.5942,92142.85714,42
Burwood East,h,1140000,14,11111,9433.962264,500000,263157.8947,81428.57143,263
Burwood East,h,1177000,14,7750,7250,299666.6667,199777.7778,84071.42857,200
Carlton North,h,1065000,14,1565,3328.638498,177250,52132.35294,76071.42857,52
Caulfield North,h,1545000,14,3300,3846.153846,330000,118705.036,110357.1429,119
Caulfield South,h,1530000,14, , ,222500,57051.28205,109285.7143,57
Caulfield South,h,1101000,14,4734,5333.333333,266666.6667,114285.7143,78642.85714,114
Chadstone,h,1300000,14, ,5882.352941,233333.3333,50359.71223,92857.14286,50
Cheltenham,t,875000,14,2371,7479.674797,306666.6667,66187.05036,62500,66
Clifton Hill,h,1010000,14, ,4933.333333,185000,57812.5,72142.85714,58
Coburg,h,857000,14, ,9000,315000,393750,61214.28571,394
Croydon,h,1220000,14,1634,3474.178404,185000,54411.76471,87142.85714,54
Croydon,h,676000,14, , ,405000,162000,48285.71429,162
Deer Park,h,545000,14,5447,7444.444444,335000,51538.46154,38928.57143,52
Doncaster East,h,1610000,14,3429,6545.454545,288000,82877.69784,115000,83
Elsternwick,h,2200000,14,23707,8702.531646,343750,528846.1538,157142.8571,529
Elsternwick,h,2100000,14, ,8173.076923,425000,170000,150000,170
Elsternwick,h,2235000,14, ,7589.285714,425000,128787.8788,159642.8571,129
Elwood,h,1920000,14,3646,7954.545455,350000,57377.04918,137142.8571,57
Elwood,h,2450000,14,5537,5980,299000,76666.66667,175000,77
Essendon,h,1725000,14,2706,4801.801802,177666.6667,53838.38384,123214.2857,54
Essendon,h,1500000,14,2876,5057.471264,220000,39285.71429,107142.8571,39
Essendon,u,818000,14,5497,6438.356164,313333.3333,134285.7143,58428.57143,134
Essendon,h,1556000,14, , ,85000,13281.25,111142.8571,13
Fitzroy North,h,1780000,14,3727,3819.875776,205000,66847.82609,127142.8571,67
Fitzroy North,h,1850000,14,4834,7353.723404,460833.3333,251363.6364,132142.8571,251
Footscray,h,900000,14,6772,7642.857143,356666.6667,164615.3846,64285.71429,165
Glenroy,h,772000,14, , ,282500,226000,55142.85714,226
Hadfield,h,787000,14,3531,7654.867257,432500,298275.8621,56214.28571,298
Heathmont,h,1540000,14,3248,4760.273973,231666.6667,75543.47826,110000,76
Heathmont,h,910000,14,3347,5845.588235,397500,198750,65000,199
Heathmont,h,1160000,14,101,4597.701149,200000,45977.01149,82857.14286,46
Hillside,h,740000,14,6044,8958.333333,501666.6667,218115.942,52857.14286,218
Kealba,h,800000,14, ,7238.095238,456000,120000,57142.85714,120
Keilor East,h,1011000,14, ,10810.81081,600000,235294.1176,72214.28571,235
Keilor East,h,1070000,14,2659,5236.486486,310000,111510.7914,76428.57143,112
Kensington,h,1390000,14,6344,6068.322981,244250,152656.25,99285.71429,153
Malvern,h,3800000,14, ,5523.809524,174000,50434.78261,271428.5714,50
Malvern East,t,1400000,14, ,15480.76923,805000,423684.2105,100000,424
Malvern East,h,2260000,14,2920,8681.818182,318333.3333,183653.8462,161428.5714,184
Malvern East,h,1455000,14,599,6500,455000,379166.6667,103928.5714,379
Malvern East,h,3680000,14,3754, ,386666.6667,127472.5275,262857.1429,127
Malvern East,h,2325000,14,5135,9206.896552,400500,154038.4615,166071.4286,154
Malvern East,t,700000,14, ,6428.571429,225000,32846.71533,50000,33
Malvern East,h,2100000,14,2195,6941.176471,236000,32551.72414,150000,33
Middle Park,h,3150000,14,1928,5412.087912,246250,99494.94949,225000,99
Moonee Ponds,h,1210000,14,5612,5536.912752,275000,63461.53846,86428.57143,63
Moonee Ponds,h,2025000,14,6076,7218.045113,480000,147692.3077,144642.8571,148
Moonee Ponds,h,970000,14,4672,6477.272727,475000,203571.4286,69285.71429,204
Moonee Ponds,h,1250000,14,5338, ,276250,85000,89285.71429,85
Mount Waverley,h,1330000,14,1622,9097.826087,418500,61094.89051,95000,61
Mulgrave,h,880000,14,2567,7010.752688,326000,58214.28571,62857.14286,58
Newport,h,1110000,14,6000,7752.808989,345000,123214.2857,79285.71429,123
Newport,h,1465000,14, ,7600,285000,237500,104642.8571,238
Newport,h,1420000,14,3383,6800,453333.3333,95104.8951,101428.5714,95
Niddrie,h,1275000,14,5121,8280.373832,295333.3333,118133.3333,91071.42857,118
Northcote,h,1680000,14,3310, ,235000,39166.66667,120000,39
Northcote,h,1235000,14,11475,6250,350000,134615.3846,88214.28571,135
Nunawading,h,836000,14,9935,8693.181818,382500,147115.3846,59714.28571,147
Oakleigh,h,1546000,14,4559,4902.846814,271250,252325.5814,110428.5714,252
Ormond,h,1900000,14,3825,5503.597122,255000,69545.45455,135714.2857,70
Pascoe Vale,t,810000,14,4314, ,366666.6667,146666.6667,57857.14286,147
Pascoe Vale,h,1170000,14,8358,7516.778523,373333.3333,466666.6667,83571.42857,467
Prahran,h,1646000,14,2332, ,165000,62857.14286,117571.4286,63
Prahran,h,2610000,14,1489,10769.23077,350000,333333.3333,186428.5714,333
Preston,h,1265000,14, ,8456.790123,342500,49637.68116,90357.14286,50
Preston,h,1060000,14,1587,4344.827586,210000,42567.56757,75714.28571,43
Preston,h,650000,14,1058,3053.99061,130100,36138.88889,46428.57143,36
Preston,t,860000,14,2703,6153.846154,400000,108843.5374,61428.57143,109
Preston,h,850000,14,6800,7727.272727,255000,164516.129,60714.28571,165
Preston,h,950000,14,3849,4919.786096,306666.6667,57142.85714,67857.14286,57
Reservoir,h,980000,14,7341,9113.300493,616666.6667,106936.4162,70000,107
Reservoir,h,990000,14,748,6931.818182,305000,78205.12821,70714.28571,78
Reservoir,h,795000,14,225,3909.090909,215000,84313.72549,56785.71429,84
Reservoir,h,610000,14,3947,6557.377049,300000,75000,43571.42857,75
Ringwood East,h,902000,14,2714,4866.666667,243333.3333,31739.13043,64428.57143,32
Ringwood North,h,980000,14,5050,9351.851852,673333.3333,342372.8814,70000,342
Seddon,h,1067000,14,1174,4748.571429,207750,74196.42857,76214.28571,74
South Melbourne,h,1450000,14, ,6417.475728,330500,28491.37931,103571.4286,28
South Yarra,h,2910000,14, ,5580.645161,288333.3333,73931.62393,207857.1429,74
South Yarra,h,1595000,14, ,6681.818182,367500,42732.55814,113928.5714,43
Strathmore,h,1500000,14, ,7720.588235,350000,73426.57343,107142.8571,73
Sunshine,h,850000,14, ,4315.789474,205000,80392.15686,60714.28571,80
Sunshine,h,856000,14, ,6011.494253,261500,43583.33333,61142.85714,44
Sunshine North,h,821000,14,1582,7209.302326,413333.3333,200000,58642.85714,200
Sunshine North,h,870500,14, , ,348500,134038.4615,62178.57143,134
Sunshine West,h,690000,14,7265,8415.841584,425000,84158.41584,49285.71429,84
Taylors Lakes,h,742000,14, , ,310000,92537.31343,53000,93
Taylors Lakes,h,1136000,14, , ,600000,166666.6667,81142.85714,167
Templestowe,h,2008000,14, ,3417.266187,237500,36821.70543,143428.5714,37
Templestowe,h,1050000,14,3345,7226.277372,330000,55307.26257,75000,55
Templestowe,h,1255000,14,3967,5289.855072,243333.3333,108955.2239,89642.85714,109
Templestowe,h,1475000,14, ,7812.5,343750,76815.64246,105357.1429,77
Templestowe,h,2102000,14, ,9902.597403,508333.3333,635416.6667,150142.8571,635
Templestowe Lower,h,1250000,14,2481,5756.013746,418750,110197.3684,89285.71429,110
Templestowe Lower,h,1155000,14, ,6000,250000,174418.6047,82500,174
Templestowe Lower,h,1265000,14,3957,9562.5,573750,433018.8679,90357.14286,433
Thornbury,h,990000,14, , ,340000,82258.06452,70714.28571,82
Thornbury,h,1140000,14, ,4857.142857,340000,54255.31915,81428.57143,54
Thornbury,h,1192000,14,4683, ,480000,181132.0755,85142.85714,181
Wantirna,h,1008000,14,2167,3880.597015,173333.3333,37142.85714,72000,37
Warrandyte,h,1231000,14,1623,3903.780069,284000,73290.32258,87928.57143,73
West Footscray,h,910000,14,3008,6024.096386,400000,175438.5965,65000,175
Brunswick,h,1320000,13,4049,9295.918367,303666.6667,113875,101538.4615,114
Coburg,h,975000,13, ,8285.714286,319000,245384.6154,75000,245
Doncaster,h,2250000,13,546, ,360000,59504.13223,173076.9231,60
Doncaster East,h,1200000,13,3086,6931.640625,443625,190806.4516,92307.69231,191
