Suburb,CouncilArea,Lattitude,Longtitude,Buildingage,Pricepermeterland,Pricepermeterbuilding
Heathmont,Maroondah City Council,-37.8363,145.24638,43,1087.202718, 
Highett,Bayside City Council,-37.9489,145.02475, ,2558.101473, 
Highett,Bayside City Council,-37.94873,145.03159, , , 
Highett,Bayside City Council,-37.9458,145.03799,71,1244.813278,9782.608696
Highett,Bayside City Council,-37.94815,145.02783, ,2123.613312, 
Highett,Bayside City Council,-37.94996,145.0452,6,3544.91018,5692.307692
Highett,Bayside City Council,-37.94612,145.04873,71,1732.283465,10091.74312
Hillside,Brimbank City Council,-37.69618,144.74584,24,1022.522523,3565.445026
Hillside,Brimbank City Council,-37.69768,144.74959,26,928.0272109,4289.937107
Hughesdale,Monash City Council,-37.89371,145.08576, ,2414.355628, 
Hughesdale,Monash City Council,-37.89573,145.08071, ,1694.404591, 
Huntingdale,Monash City Council,-37.90379,145.10865, ,1510.574018, 
Keilor,Brimbank City Council,-37.70572,144.81384,36,1099.000908,4087.837838
Keilor Downs,Brimbank City Council,-37.72725,144.81038, , , 
Keilor Downs,Brimbank City Council,-37.71415,144.79239,23,1096.224117,3614.457831
Keilor East,Brimbank City Council,-37.73806,144.87046, ,1661.608498, 
Keilor Park,Brimbank City Council,-37.719,144.85653, , , 
Kensington,Melbourne City Council,-37.79111,144.9331, , , 
Kensington,Melbourne City Council,-37.79012,144.92507,27, ,8252.427184
Kilsyth,Maroondah City Council,-37.79743,145.32188,51, ,5292.682927
Kingsville,Maribyrnong City Council,-37.80535,144.88297,111,4259.927798,8613.138686
Kingsville,Maribyrnong City Council,-37.8085,144.88274,111,4254.545455,10636.36364
Kingsville,Maribyrnong City Council,-37.81211,144.88254, ,3127.272727, 
Laverton,Hobsons Bay City Council,-37.86191,144.76856, , , 
Maidstone,Maribyrnong City Council,-37.78236,144.87043,66,1792.168675, 
Malvern,Stonnington City Council,-37.86802,145.03403,114, , 
Malvern East,Stonnington City Council,-37.86997,145.05398, ,3815.789474, 
Malvern East,Stonnington City Council,-37.87256,145.0662, , , 
Malvern East,Stonnington City Council,-37.88247,145.06621,101,3673.110721,8708.333333
Malvern East,Stonnington City Council,-37.87181,145.05288,39,4425.578035,18014.70588
Malvern East,Stonnington City Council,-37.87088,145.06212, , , 
Malvern East,Stonnington City Council,-37.88438,145.07488, , , 
Malvern East,Stonnington City Council,-37.86557,145.05542, , , 
Maribyrnong,Maribyrnong City Council,-37.78453,144.89696,14, ,6000
Maribyrnong,Maribyrnong City Council,-37.77008,144.89428,111,2638.266069,7914.798206
Maribyrnong,Maribyrnong City Council,-37.78512,144.8992, ,9175, 
Maribyrnong,Maribyrnong City Council,-37.77316,144.87335, , , 
Maribyrnong,Maribyrnong City Council,-37.78737,144.89999, , , 
McKinnon,Glen Eira City Council,-37.91058,145.03656, , , 
McKinnon,Glen Eira City Council,-37.90898,145.04251, ,2668.579627, 
Middle Park,Port Phillip City Council,-37.85021,144.96247,121,9708.994709, 
Mitcham,Whitehorse City Council,-37.81846,145.20078,51,1586.102719,7046.979866
Mitcham,Whitehorse City Council,-37.81405,145.19891, , , 
Mitcham,Whitehorse City Council,-37.82392,145.19407, ,1233.123312, 
Mitcham,Whitehorse City Council,-37.81042,145.20852,49,1819.526627,3843.75
Moonee Ponds,Moonee Valley City Council,-37.76909,144.91947,121,3793.50348,9909.090909
Mount Waverley,Monash City Council,-37.89457,145.11979,51, ,8040.540541
Mount Waverley,Monash City Council,-37.86398,145.12107, , , 
Mount Waverley,Monash City Council,-37.85818,145.13546, ,3238.461538, 
Mulgrave,Monash City Council,-37.92855,145.17383,51, ,6506.329114
Mulgrave,Monash City Council,-37.93346,145.192,12, ,5022.222222
Murrumbeena,Glen Eira City Council,-37.9053,145.06181,21, ,6841.726619
Murrumbeena,Glen Eira City Council,-37.90013,145.07054,71,2346.521146,9828.571429
Murrumbeena,Glen Eira City Council,-37.90488,145.06104, , , 
Newport,Hobsons Bay City Council,-37.84549,144.89199,121,3404.255319,8135.59322
Newport,Hobsons Bay City Council,-37.84046,144.89135, ,1018.766756, 
Newport,Hobsons Bay City Council,-37.84524,144.86916,18, ,7169.230769
Newport,Hobsons Bay City Council,-37.8419,144.87537, ,4011.461318,5363.984674
Niddrie,Moonee Valley City Council,-37.74283,144.88726,71, ,7278.106509
Niddrie,Moonee Valley City Council,-37.74104,144.88519, ,3753.943218,10818.18182
North Melbourne,Melbourne City Council,-37.79906,144.9498, , , 
Northcote,Darebin City Council,-37.76881,144.9934, , , 
Northcote,Darebin City Council,-37.77023,145.00022, , , 
Northcote,Darebin City Council,-37.77542,145.01261,96, ,10945.94595
Northcote,Darebin City Council,-37.77129,144.99508,121,7664.233577,8974.358974
Northcote,Darebin City Council,-37.77004,145.0093,4,6000,7839.721254
Northcote,Darebin City Council,-37.77078,145.01208, , , 
Northcote,Darebin City Council,-37.77266,145.00876,14,3956.896552,9562.5
Northcote,Darebin City Council,-37.78289,144.99466,61, ,7336.538462
Northcote,Darebin City Council,-37.76647,145.01555,69, ,8735.177866
Nunawading,Manningham City Council,-37.81401,145.17584,76, ,7568.527919
Nunawading,Manningham City Council,-37.80715,145.18287,41,1812.688822,6936.416185
Nunawading,Manningham City Council,-37.81394,145.17936, ,1900.15361, 
Oakleigh,Monash City Council,-37.90509,145.09397, , , 
Oakleigh East,Monash City Council,-37.89929,145.11437,71, ,8166.666667
Ormond,Glen Eira City Council,-37.89896,145.03742, , , 
Ormond,Glen Eira City Council,-37.90349,145.0434, , , 
Pascoe Vale,Moreland City Council,-37.73128,144.94574,66,1943.231441, 
Pascoe Vale,Moreland City Council,-37.7335,144.94872,91, ,6285.714286
Port Melbourne,Melbourne City Council,-37.83898,144.92723,21,7333.333333,12087.91209
Port Melbourne,Melbourne City Council,-37.83819,144.94686,111,12549.01961,12972.97297
Port Melbourne,Melbourne City Council,-37.83504,144.94414,111,174.7326645,11828.35821
Port Melbourne,Melbourne City Council,-37.84237,144.94486,23, , 
Prahran,Stonnington City Council,-37.85213,145.00683,121,6343.042071,16198.34711
Prahran,Stonnington City Council,-37.85359,145.01071,131,8227.848101,8227.848101
Preston,Darebin City Council,-37.73674,145.02418,61,1662.674651, 
Preston,Darebin City Council,-37.73766,145.00947, ,2927.135678, 
Preston,Darebin City Council,-37.74975,144.99115,91,2035.225049,8062.015504
Preston,Darebin City Council,-37.73784,144.98742, , , 
Preston,Darebin City Council,-37.73531,145.01622, , , 
Preston,Darebin City Council,-37.73226,145.0146,81,2181.818182,8971.962617
Preston,Darebin City Council,-37.7341,144.98961,5, ,6768.786127
Preston,Darebin City Council,-37.7337,145.00884,5, ,6694.444444
Princes Hill,Yarra City Council,-37.78212,144.96383, , , 
Princes Hill,Yarra City Council,-37.77976,144.96862, ,10360.36036, 
Princes Hill,Yarra City Council,-37.78092,144.9648,131,8290.15544,14285.71429
Princes Hill,Yarra City Council,-37.7844,144.96876, ,104.5707915, 
Reservoir,Darebin City Council,-37.6985,144.98432, ,1408.614668, 
Reservoir,Darebin City Council,-37.72139,144.98698, ,1649.090909, 
Reservoir,Darebin City Council,-37.72972,145.00982, , , 
Reservoir,Darebin City Council,-37.69255,144.9745, ,875.6038647, 
Reservoir,Darebin City Council,-37.71185,144.99746, , , 
Reservoir,Darebin City Council,-37.70142,145.03295, ,1058.315335, 
Reservoir,Darebin City Council,-37.71507,145.01212, , , 
Reservoir,Darebin City Council,-37.70827,145.03136, ,1065.683646, 
Reservoir,Darebin City Council,-37.70856,145.03128, ,931.6770186, 
Reservoir,Darebin City Council,-37.72474,145.01934, , , 
Reservoir,Darebin City Council,-37.71423,145.0167, , , 
Reservoir,Darebin City Council,-37.69756,144.99546, ,1117.647059, 
Richmond,Yarra City Council,-37.81673,144.99549,11, ,10080.64516
Richmond,Yarra City Council,-37.81305,145.00292, ,7148.4375, 
Ringwood,Maroondah City Council,-37.81772,145.22708, , , 
Ringwood East,Maroondah City Council,-37.81401,145.24806,7, ,4972.217391
Ringwood East,Maroondah City Council,-37.80947,145.25329, ,1464.285714, 
Sandringham,Bayside City Council,-37.94903,145.00743, ,2501.359434, 
Sandringham,Bayside City Council,-37.95426,145.01284,101,3627.968338, 
Sandringham,Bayside City Council,-37.95203,145.01702, ,2676.419966, 
Sandringham,Bayside City Council,-37.95405,145.00852, ,3813.121272, 
South Kingsville,Hobsons Bay City Council,-37.83124,144.87037, ,1823.20442, 
South Yarra,Melbourne City Council,-37.84307,144.98709,96, ,13178.29457
South Yarra,Melbourne City Council,-37.84406,144.98686,21,10629.92126,10546.875
South Yarra,Melbourne City Council,-37.8365,144.98274, ,16541.35338, 
South Yarra,Melbourne City Council,-37.84277,144.98774,121,6997.084548,15686.27451
South Yarra,Melbourne City Council,-37.83629,144.99798, ,10900.47393, 
St Albans,Brimbank City Council,-37.74744,144.78973,66,1025.641026,5825.242718
St Albans,Brimbank City Council,-37.74532,144.81814, ,1554.054054, 
St Albans,Brimbank City Council,-37.74042,144.79259, , , 
St Albans,Brimbank City Council,-37.73073,144.79734,61,1346.483705,6038.461538
St Albans,Brimbank City Council,-37.73075,144.79751,61, ,4754.83871
St Albans,Brimbank City Council,-37.73101,144.81312,51, ,6951.219512
St Kilda,Port Phillip City Council,-37.86316,144.98354,41,4657.142857, 
St Kilda,Port Phillip City Council,-37.85795,144.98648, , , 
Strathmore,Moonee Valley City Council,-37.74095,144.91567,91, ,10051.28205
Strathmore,Moonee Valley City Council,-37.73678,144.91139, , , 
Strathmore,Moonee Valley City Council,-37.73849,144.92661,18,3120.728929,4644.067797
Strathmore,Moonee Valley City Council,-37.7386,144.91433,41,1844.215349,10062.5
Strathmore,Moonee Valley City Council,-37.72809,144.91701, ,3333.333333, 
Sunshine,Brimbank City Council,-37.78621,144.83674, , , 
Sunshine,Brimbank City Council,-37.78583,144.81762, ,1300.854701, 
Sunshine,Brimbank City Council,-37.79017,144.83813,81,2354.26009,6481.481481
Sunshine,Brimbank City Council,-37.78572,144.84289, , , 
Sunshine,Brimbank City Council,-37.78872,144.8415, , , 
Sunshine West,Brimbank City Council,-37.79177,144.81948,61, ,5590.551181
Sunshine West,Brimbank City Council,-37.7888,144.78904,11, ,4610.778443
Sunshine West,Brimbank City Council,-37.78851,144.80078, , , 
Sydenham,Brimbank City Council,-37.70726,144.77073,21, ,3241.20603
Sydenham,Brimbank City Council,-37.69319,144.76557, , , 
Templestowe,Manningham City Council,-37.76335,145.15538,21, ,4642.857143
Templestowe,Manningham City Council,-37.7584,145.16128, ,1477.832512,36363.63636
Templestowe,Manningham City Council,-37.77374,145.14048,41,2631.578947,6666.666667
Templestowe,Manningham City Council,-37.76904,145.14188, , , 
Templestowe,Manningham City Council,-37.75501,145.12053, ,1949.541284, 
Templestowe Lower,Manningham City Council,-37.75864,145.12021,14, , 
Templestowe Lower,Manningham City Council,-37.76518,145.10458, ,1804.644809, 
Templestowe Lower,Manningham City Council,-37.75729,145.10624,41,1796.961326,5204
Templestowe Lower,Manningham City Council,-37.77607,145.12471,51,1607.963247,8677.68595
Templestowe Lower,Manningham City Council,-37.77074,145.11875,41,2449.856734,6195.652174
Thornbury,Darebin City Council,-37.75503,145.01805,66,1754.122939,11700
Thornbury,Darebin City Council,-37.75955,145.0171, , , 
Thornbury,Darebin City Council,-37.76021,145.02317, , , 
Thornbury,Darebin City Council,-37.75767,144.98468, ,2918.918919, 
Toorak,Stonnington City Council,-37.84224,145.0088, ,13475.1773, 
Vermont,Maroondah City Council,-37.83284,145.20632,61, ,8455.882353
Vermont,Maroondah City Council,-37.83523,145.18497, , , 
Vermont,Maroondah City Council,-37.83737,145.18819,41,1287.5,7978.873239
Vermont,Maroondah City Council,-37.83741,145.18544,61, ,8091.603053
Vermont South,Whitehorse City Council,-37.85677,145.19736, ,1172.413793, 
Vermont South,Whitehorse City Council,-37.86051,145.18588, ,1870.32419, 
Wantirna,Knox City Council,-37.85251,145.229,45, ,5633.136095
West Footscray,Maribyrnong City Council,-37.7936,144.86437,95, ,6722.689076
West Footscray,Maribyrnong City Council,-37.79613,144.86742,71,2622.02381,9273.684211
West Footscray,Maribyrnong City Council,-37.79318,144.86677, , , 
West Footscray,Maribyrnong City Council,-37.79906,144.87624, , , 
West Melbourne,Melbourne City Council,-37.80814,144.94506,141,9248.120301,9919.354839
West Melbourne,Melbourne City Council,-37.81034,144.94604,141, ,11333.33333
Wheelers Hill,Monash City Council,-37.9045,145.19286, ,1879.756469, 
Williamstown,Hobsons Bay City Council,-37.85297,144.89211, , , 
Williamstown,Hobsons Bay City Council,-37.86635,144.9082, , , 
Williamstown,Hobsons Bay City Council,-37.85331,144.88901,111, ,8666.666667
Williamstown,Hobsons Bay City Council,-37.86216,144.88719, ,3248.628885, 
Williamstown,Hobsons Bay City Council,-37.85759,144.87952,27,4846.153846,7682.926829
Williamstown,Hobsons Bay City Council,-37.8559,144.89603,121, ,9353.932584
Windsor,Port Phillip City Council,-37.85448,144.98721,41, ,11949.68553
Yarraville,Maribyrnong City Council,-37.82119,144.88103,61,2132.034632,8347.457627
Yarraville,Maribyrnong City Council,-37.81897,144.89223, , , 
Yarraville,Maribyrnong City Council,-37.8196,144.87493,71,1917.594655,9258.064516
Bayswater,Knox City Council,-37.852,145.2678,56,1040.221914,7575.757576
Cheltenham,Bayside City Council,-37.9615,145.0516,4, ,6279.503106
Croydon South,Maroondah City Council,-37.8163,145.2785,11,1511.111111,4783.919598
Doncaster,Manningham City Council,-37.7786,145.136,51,1960.059172, 
Doncaster,Manningham City Council,-37.78,145.1425,41,1753.246753,5869.565217
Ferntree Gully,Knox City Council,-37.8862,145.2716,61, ,5424.460432
Keilor East,Brimbank City Council,-37.7334,144.8684, ,1328.358209,5235.294118
Mitcham,Whitehorse City Council,-37.8116,145.2057,39,1714.506173, 
Moonee Ponds,Moonee Valley City Council,-37.7658,144.9167,91,3608.247423,8917.197452
Moonee Ponds,Moonee Valley City Council,-37.7708,144.9089,111,5268.595041,11486.48649
Mount Waverley,Monash City Council,-37.8612,145.1417, , , 
Mount Waverley,Monash City Council,-37.8809,145.1436,4,1980.413493,11518.98734
Northcote,Darebin City Council,-37.7654,145.0112,41,2400.442478,11185.56701
Nunawading,Manningham City Council,-37.8249,145.1739, , , 
Parkville,Melbourne City Council,-37.7965,144.9543,131,14617.48634,15922.61905
Pascoe Vale,Moreland City Council,-37.7333,144.9489, ,2016.985138, 
Preston,Darebin City Council,-37.7322,145.0071,56,1881.496881, 
Ringwood,Maroondah City Council,-37.8335,145.2284, , , 
Rowville,Knox City Council,-37.9046,145.2684,19,1470.588235,3813.559322
Thornbury,Darebin City Council,-37.7599,145.0203, ,2522.522523, 
Thornbury,Darebin City Council,-37.7612,145.0252, ,1680.497925, 
Tullamarine,Brimbank City Council,-37.6866,144.8708, ,1184.738956, 
Vermont South,Whitehorse City Council,-37.8476,145.1974,16, ,6023.166023
Wantirna South,Knox City Council,-37.8641,145.2424, ,1460.797799, 
Warrandyte,Manningham City Council,-37.7447,145.1988,36,1085.981308,3873.333333
Abbotsford,Yarra City Council,-37.8039,144.9957,121,11504.42478, 
Abbotsford,Yarra City Council,-37.8067,144.9963, , , 
Aberfeldie,Moonee Valley City Council,-37.7556,144.899,8,5133.928571,5958.549223
Albanvale,Brimbank City Council,-37.744,144.7672,43,1025.641026,3758.389262
Albert Park,Port Phillip City Council,-37.8436,144.9494, ,12429.37853, 
Albert Park,Port Phillip City Council,-37.8433,144.9457,10,19230.76923,10309.27835
Albion,Brimbank City Council,-37.7829,144.8153, ,1098.615917, 
Altona,Hobsons Bay City Council,-37.8618,144.8154, , , 
Altona Meadows,Hobsons Bay City Council,-37.8825,144.7816, ,1264.150943, 
Altona North,Hobsons Bay City Council,-37.8279,144.8379,51,1570.093458,1573.033708
Altona North,Hobsons Bay City Council,-37.8354,144.8654,11, ,4563.106796
Altona North,Hobsons Bay City Council,-37.8426,144.8627,35,1460.11396, 
Ardeer,Brimbank City Council,-37.7796,144.8058, , , 
Ascot Vale,Moonee Valley City Council,-37.7777,144.9198, , , 
Ascot Vale,Moonee Valley City Council,-37.7778,144.9265, ,4494.163424, 
Ascot Vale,Moonee Valley City Council,-37.7722,144.909,71,4265.625,11666.66667
Ashwood,Monash City Council,-37.8715,145.105, , , 
Avondale Heights,Moonee Valley City Council,-37.7517,144.866, ,1589.506173, 
Avondale Heights,Moonee Valley City Council,-37.7593,144.871,41,1646.706587,7189.542484
Avondale Heights,Moonee Valley City Council,-37.7641,144.8662, ,1608.775137, 
Avondale Heights,Moonee Valley City Council,-37.7528,144.8567,51,1471.13594,5642.857143
Bayswater North,Maroondah City Council,-37.8325,145.3012, ,963.2446134, 
Beaumaris,Bayside City Council,-37.9792,145.035,41,2480.988593,10875
Beaumaris,Bayside City Council,-37.9817,145.0473, ,2118.226601, 
Beaumaris,Bayside City Council,-37.9874,145.0315,13,3750,6537.530266
Beaumaris,Bayside City Council,-37.9785,145.0518,41,2555.395683,7369.294606
Bentleigh,Glen Eira City Council,-37.9183,145.0331, , , 
Bentleigh,Glen Eira City Council,-37.9272,145.0403, ,1812.548711, 
Bentleigh,Glen Eira City Council,-37.9221,145.0302,20, ,7550
Bentleigh East,Glen Eira City Council,-37.9223,145.0758, ,2248.062016, 
Bentleigh East,Glen Eira City Council,-37.9087,145.0689,71,2394.594595,8203.703704
